alpha3,pseudoYear,lrgdpnaPerCapita_chg7_temp,lrgdpnaPerCapita_chg7_subRegionMean,country,year,gini_disp,gini_mkt,region,subRegion,lcgdpoPerCapitaUSA,isExtrapolated,lrtfpna,lrgdpnaPerCapita,lrgdpoPerCapita,lcgdpoPerCapita,lrgdpnaPerCapita_chg7,lrtfpna_chg7,lrgdpnaPerCapita_chg1,lrtfpna_chg1,lrgdpnaPerCapita_chg7_nonTFP,lrgdpnaPerCapita_chg1_nonTFP,lcgdpoPerCapita_gap,lcgdpoPerCapita_gap_avg7,subRegion_new,isLAC,isAfrica,isEAT,gini_disp_chg1,gini_mkt_chg1,lcgdpoPerCapita_gap_chg1,countryLAC,hasGiniDisp,hasGiniMkt,resid,cumulativeTFP,cumulativeNonTFP,post1990,cumulativeTFP1990,cumulativeNonTFP1990,lag_lcgdpoPerCapita_gap_avg7
AUT,1996,1.90633162524286,2.24766782473845,Austria,1996,27.5,42.4,Europe,Western Europe,10.6043368118321,0,-0.0709663646368807,10.3922462327627,10.2498254883744,10.2603528647387,1.90633162524286,0.877087114615376,1.97574972245,-0.6717082874878,1.02924451062749,2.6474580099378,-0.343983947093401,-0.358396239783229,Others,0,0,0,-0.399999999999999,0.299999999999997,-1.25967023005007,nonLAC,1,1,-0.53881765822631,0.887312575319318,0.898411957053448,1,0.219271778653844,0.257311127656871,-0.50834893598435
AUT,2003,2.04119530524571,2.41177868733355,Austria,2003,26.9,45.4,Europe,Western Europe,10.7573169934013,0,-0.0356423994881826,10.5351299041299,10.4318666152423,10.4664787789989,2.04119530524571,0.50462807355283,0.428924955219934,-0.48793145402964,1.53656723169288,0.916856409249574,-0.290838214402401,-0.2923513917299,Others,0,0,0,0.0999999999999979,0.5,-0.864415133280083,nonLAC,1,1,0.0218913749922247,0.950391084513422,1.09048286101506,1,0.345428797042051,0.641452935580091,-0.358396239783229
AUT,2010,1.22613646721145,1.92328025178751,Austria,2010,28,48.7,Europe,Western Europe,10.811535892488,0,-0.0069196063102911,10.6209594568347,10.6088055265622,10.6230220990477,1.22613646721145,0.410325616827021,1.34472716622014,0.66860980016158,0.815810850384427,0.676117366058559,-0.188513793440299,-0.224040557596114,Others,0,0,0,-0.199999999999999,0.100000000000001,0.0215444983000523,nonLAC,1,1,-0.210446954095361,1.0016817866168,1.19245921731311,1,0.448010201248807,0.845405648176197,-0.2923513917299
AUT,2017,0.874377315174283,1.87825486309269,Austria,2017,27.7,48.7,Europe,Western Europe,10.9076320435205,0,0.0128533937600841,10.6821658688969,10.738639172418,10.7673948378813,0.874377315174283,0.282471429576789,2.25162125617011,0.690268291231516,0.591905885597494,1.5613529649386,-0.140237205639201,-0.163793348258657,Others,0,0,0,0,-0.0999999999999943,1.18586316754996,nonLAC,1,1,-0.0466346331539961,1.0369907153139,1.2664474530128,1,0.518628058643004,0.993382119575571,-0.224040557596114
BEL,1968,3.76180574041727,3.76954995574092,Belgium,1968,,,Europe,Western Europe,10.0479275800112,0,-0.41097805996263,9.64337415519066,9.41740355856851,9.52936239203193,3.76180574041727,2.80949046177203,4.17780653839301,3.3818756075451,0.952315278645244,0.79593093084791,-0.51856518797927,-0.524143947766103,Others,0,0,0,,,0.545099371479019,nonLAC,0,0,,0.351186307721504,0.119039409830656,0,0,0,
BEL,1975,4.00781807423586,3.43927560609104,Belgium,1975,,,Europe,Western Europe,10.1461448672235,0,-0.231847373330907,9.92392142038717,9.71608244652881,9.80280861405735,4.00781807423586,2.55900980902461,-1.58760976958092,-2.1257245850975,1.44880826521125,0.538114815516577,-0.34333625316615,-0.38975345759047,Others,0,0,0,,,0.0643114917480148,nonLAC,0,0,,0.671062533849581,0.300140442982062,0,0,0,-0.524143947766103
BEL,1982,2.104595092009,2.66963716343532,Belgium,1982,23.4,42.2,Europe,Western Europe,10.2652426692819,0,-0.143615813626692,10.0712430768278,9.83865923903242,9.88285018634589,2.104595092009,1.26045085291736,0.499834459949966,0.877526683065999,0.844144239091639,-0.377692223116033,-0.382392482936011,-0.355347481418613,Others,0,0,0,0,0.200000000000003,0.677273286656899,nonLAC,1,1,-0.0464397047659274,0.82861889046425,0.405658472868516,0,0,0,-0.38975345759047
BEL,1989,2.22698440976143,2.30617905354096,Belgium,1989,23.4,43.9,Europe,Western Europe,10.4961554218642,0,-0.0792248492520986,10.2271319855111,9.9717942524943,10.0234068914573,2.22698440976143,0.919870919637049,3.19814614225002,1.21760268528942,1.30711349012438,1.98054345696061,-0.4727485304069,-0.501060610169917,Others,0,0,0,0,0.5,0.213325791582086,nonLAC,1,1,-0.137101890313407,0.943602755418881,0.569047659134064,0,0,0,-0.355347481418613
BEL,1996,1.47314310064429,2.24766782473845,Belgium,1996,25.6,47.5,Europe,Western Europe,10.6043368118321,0,-0.031804935916865,10.3302520025562,10.1170495940618,10.1513380674555,1.47314310064429,0.67742733336048,1.36539026337008,1.16657902141966,0.795715767283807,0.198811241950421,-0.4529987443766,-0.429571676359529,Others,0,0,0,0.200000000000003,0.299999999999997,-3.58383035495002,nonLAC,1,1,0.12237775526147,1.02828117208894,0.66851213004454,1,0.16935683334012,0.198928941820952,-0.501060610169917
BEL,2003,1.99581952277999,2.41177868733355,Belgium,2003,26.1,48.2,Europe,Western Europe,10.7573169934013,0,-0.0194786927614957,10.4699593691508,10.3320073692776,10.423478900193,1.99581952277999,0.176089187933847,0.250373721329922,-0.0760882188554499,1.81973033484615,0.326461940185372,-0.3338380932083,-0.3621385251971,Others,0,0,0,-0.0999999999999979,0,-0.703372383700085,nonLAC,1,1,-0.116913211519997,1.05029232058067,0.895978421900309,1,0.213379130323582,0.653861525532489,-0.429571676359529
BEL,2010,1.12140790475144,1.92328025178751,Belgium,2010,25.3,47.3,Europe,Western Europe,10.811535892488,0,0.00252892409350344,10.5484579224834,10.5500133307415,10.574895671711,1.12140790475144,0.314394526499988,1.9875031993001,1.83705941213029,0.807013378251453,0.150443787169806,-0.236640220777,-0.312382785114957,Others,0,0,0,0,-0.100000000000001,3.39561010381004,nonLAC,1,1,0.0507484593924133,1.08959163639317,0.99685509418174,1,0.291977761948579,0.855614870095352,-0.3621385251971
BEL,2017,0.562201437179993,1.87825486309269,Belgium,2017,25.3,47.2,Europe,Western Europe,10.9076320435205,0,-0.00527249499066121,10.587812023086,10.5542721040841,10.6369979917137,0.562201437179993,-0.111448844059495,1.05595194252004,-0.036945677843391,0.673650281239488,1.09289762036343,-0.2706340518068,-0.283175617191,Others,0,0,0,0,-0.0999999999999943,1.17348415056995,nonLAC,1,1,0.0145607803337783,1.07566053088573,1.08106137933668,1,0.264115550933705,1.02402744040522,-0.312382785114957
BFA,1968,1.34401924856114,1.33503311006031,Burkina Faso,1968,,,Africa,Sub-Saharan Africa,10.0479275800112,0,-0.244537414245231,6.47833244297487,6.66837186477755,6.6510386831558,1.34401924856114,0.973849968387828,3.20415816351103,3.6462543951924,0.370169280173316,-0.442096231681371,-3.3968888968554,-3.36388102016874,Africa,0,1,0,,,-1.03928894165994,nonLAC,0,0,,0.121731246048479,0.0462711600216645,0,0,0,
BFA,1975,2.008551858115,2.25643537547164,Burkina Faso,1975,,,Africa,Sub-Saharan Africa,10.1461448672235,0,-0.189633124807689,6.61893107304292,6.75794777822358,6.72041307336236,2.008551858115,0.784346991964886,0.47595818308297,-0.118495993419701,1.22420486615011,0.594454176502671,-3.42573179386114,-3.43362171906375,Africa,0,1,0,,,-1.710760265353,nonLAC,0,0,,0.219774620044089,0.199296768290429,0,0,0,-3.36388102016874
BFA,1982,1.29372466630071,1.05728785476858,Burkina Faso,1982,,,Africa,Sub-Saharan Africa,10.2652426692819,0,-0.201845954939042,6.70949179968397,6.90666305044526,6.87208266879475,1.29372466630071,-0.174469001876471,-1.03317497436208,-2.5370489940736,1.46819366817718,1.50387401971152,-3.39316000048715,-3.43272368145574,Africa,0,1,0,,,1.93084413183895,nonLAC,0,0,,0.19796599480953,0.382820976812576,0,0,0,-3.43362171906375
BFA,1989,-0.260155030427851,-0.432658241363018,Burkina Faso,1989,,,Africa,Sub-Saharan Africa,10.4961554218642,0,-0.32008834539837,6.69128094755402,6.85460751860105,6.82851081125552,-0.260155030427851,-1.68917700656183,-0.508056131129031,-2.1731367983323,1.42902197613398,1.66508066720327,-3.66764461060868,-3.60561404804786,Africa,0,1,0,,,-3.91907824370197,nonLAC,0,0,,-0.0131811310106982,0.561448723829323,0,0,0,-3.43272368145574
BFA,1996,1.435243137777,0.290643686421784,Burkina Faso,1996,46.7,49.7,Africa,Sub-Saharan Africa,10.6043368118321,0,-0.260221807235935,6.79174796719841,6.91311859941145,6.87825826446083,1.435243137777,0.855236259463357,7.68439352864299,7.2915109729545,0.580006878313646,0.392882555688489,-3.72607854737127,-3.72730072310873,Africa,0,1,0,0,0,4.95730137458388,nonLAC,1,1,0.169569490115141,0.0937234014222214,0.633949583618529,1,0.213809064865839,0.145001719578411,-3.60561404804786
BFA,2003,2.77109313747914,1.48370355744596,Burkina Faso,2003,45.4,47.9,Africa,Sub-Saharan Africa,10.7573169934013,0,-0.0333589349127982,6.98572448682195,7.10283926592809,7.07421481790722,2.77109313747914,3.24089817604481,4.61462968061301,6.003245839265,-0.46980503856567,-1.38861615865199,-3.68310217549408,-3.68974611313222,Africa,0,1,0,-0.200000000000003,-0.399999999999999,0.206513484919846,nonLAC,1,1,0.0302785233336716,0.498835673427823,0.57522395379782,1,1.02403360887704,0.0275504599369939,-3.72730072310873
BFA,2010,2.64140725236843,2.7104871386167,Burkina Faso,2010,43.1,45.1,Africa,Sub-Saharan Africa,10.811535892488,0,0.00978837250891372,7.17062299448774,7.19083919470402,7.18992386309141,2.64140725236843,0.616390106024456,5.08922791263897,0.392749022374909,2.02501714634397,4.69647889026406,-3.62161202939659,-3.65748760345648,Africa,0,1,0,-0.199999999999996,-0.299999999999997,3.16884132316009,nonLAC,1,1,0.0979401942460907,0.57588443668088,0.828351097090817,1,1.17813113538316,0.533804746522987,-3.68974611313222
BFA,2017,2.50514883356272,2.16681698522927,Burkina Faso,2017,,,Africa,Sub-Saharan Africa,10.9076320435205,0,-0.20997992429924,7.34598341283713,7.39538796834077,7.40667852095104,2.50514883356272,-3.13954709725934,3.23646855885702,-1.8684511582795,5.64469593082206,5.10491971713652,-3.50095352256946,-3.54809881126661,Africa,0,1,0,,,2.85522515025898,nonLAC,0,0,,0.183441049523462,1.53393808844357,1,0.393244361068321,1.9449787292285,-3.65748760345648
BOL,1968,0.771190878316703,2.21334453490361,Bolivia (Plurinational State of),1968,,,Americas,Latin America and the Caribbean,10.0479275800112,0,0.318720464257686,8.22200709949105,7.58145209105141,7.49323585750213,0.771190878316703,-0.162226599023857,-16.9987416113031,-17.0811817652812,0.93341747734056,0.0824401539780979,-2.55469172250907,-2.42279676169828,Latin America and the Caribbean,1,0,0,,,-18.060928089502,BOL,0,0,,-0.0202783248779821,0.11667718466757,0,0,0,
BOL,1975,2.04658953927628,2.90745528768185,Bolivia (Plurinational State of),1975,,,Americas,Latin America and the Caribbean,10.1461448672235,0,0.405848888367452,8.36526836724039,7.72219774028069,7.66195552676161,2.04658953927628,1.24469177299666,4.89511236631692,3.268227423606,0.801897766279628,1.62688494271093,-2.48418934046189,-2.5796439500472,Latin America and the Caribbean,1,0,0,,,3.96558919099306,BOL,0,0,,0.1353081467466,0.216914405452523,0,0,0,-2.42279676169828
BOL,1982,-1.23593305216829,0.991049822835318,Bolivia (Plurinational State of),1982,,,Americas,Latin America and the Caribbean,10.2652426692819,0,0.257902463673508,8.27875305358861,7.67786339414265,7.629253630712,-1.23593305216829,-2.11352035277063,-6.59769483775303,-3.9772183678669,0.877587300602336,-2.62047646988613,-2.6359890385699,-2.58662697833735,Latin America and the Caribbean,1,0,0,,,-1.17636102925704,BOL,0,0,,-0.128881897349729,0.326612818027815,0,0,0,-2.5796439500472
BOL,1989,-1.94574384353012,-0.305011859435522,Bolivia (Plurinational State of),1989,,,Americas,Latin America and the Caribbean,10.4961554218642,0,0.0858340388405773,8.1425509845415,7.60966588942871,7.57342173184243,-1.94574384353012,-2.45812035475615,1.76385425608299,-0.21133088294414,0.512376511226032,1.97518513902713,-2.92273369002177,-2.79551664698876,Latin America and the Caribbean,1,0,0,,,0.631722967312953,BOL,0,0,,-0.436146941694248,0.390659881931069,0,0,0,-2.58662697833735
BOL,1996,2.15513534377799,1.82195560854994,Bolivia (Plurinational State of),1996,,,Americas,Latin America and the Caribbean,10.6043368118321,0,0.0805527566559324,8.29341045860596,8.01961931582753,7.981982938309,2.15513534377799,-0.0754468883520701,2.29858710161004,-0.24207680820416,2.23058223213006,2.5406639098142,-2.6223538735231,-2.77177856748868,Latin America and the Caribbean,1,0,0,,,6.19505571390091,BOL,0,0,,-0.445577802738256,0.669482660947327,1,-0.0188617220880175,0.557645558032515,-2.79551664698876
BOL,2003,0.885744687003991,1.02765215189455,Bolivia (Plurinational State of),2003,,,Americas,Latin America and the Caribbean,10.7573169934013,0,-0.0279647342642345,8.35541258669624,8.08143240391324,8.06736381853101,0.885744687003991,-1.5502498702881,0.876319010100879,-0.50524495873412,2.43599455729209,1.381563968835,-2.68995317487029,-2.70417974617244,Latin America and the Caribbean,1,0,0,,,1.33879983372598,BOL,0,0,,-0.639359036524269,0.973981980608838,1,-0.406424189660042,1.16664419735554,-2.77177856748868
BOL,2010,2.71891984630572,3.08085845835385,Bolivia (Plurinational State of),2010,,,Americas,Latin America and the Caribbean,10.811535892488,0,0.00331602434381076,8.54573697593764,8.47774712141444,8.47582948642702,2.71891984630572,0.446867980114932,2.42259533795295,-0.426370966128875,2.27205186619079,2.84896630408182,-2.33570640606098,-2.53087173225331,Latin America and the Caribbean,1,0,0,,,6.42752348206912,BOL,0,0,,-0.583500539009902,1.25798846388269,1,-0.294707194631309,1.73465716390323,-2.70417974617244
BOL,2017,3.452622191016,1.14522738743662,Bolivia (Plurinational State of),2017,,,Americas,Latin America and the Caribbean,10.9076320435205,0,0.0660711746995768,8.78742052930876,8.67215564035416,8.70071187465637,3.452622191016,0.896502147939515,2.61711801262798,0.0468219381440191,2.55612004307648,2.57029607448396,-2.20692016886413,-2.2128697537893,Latin America and the Caribbean,1,0,0,,,2.13787649646804,BOL,0,0,,-0.471437770517463,1.57750346926725,1,-0.0705816576464304,2.37368717467235,-2.53087173225331
BRA,1968,3.1078500026197,2.21334453490361,Brazil,1968,50.4,59.2,Americas,Latin America and the Caribbean,10.0479275800112,0,-0.00505183493581109,8.61267120717427,8.02885484935715,8.00783215444688,3.1078500026197,1.85077687289061,7.79484412964298,6.00103268990421,1.25707312972909,1.79381143973876,-2.04009542556432,-2.06781349239519,Latin America and the Caribbean,1,0,0,0.100000000000001,0.100000000000001,3.66819774587412,BRA,1,1,0.235737234727786,0.231347109111327,0.157134141216136,0,0,0,
BRA,1975,6.70594925803259,2.90745528768185,Brazil,1975,50.7,60.1,Americas,Latin America and the Caribbean,10.1461448672235,0,0.171270857443438,9.08208765523655,8.48717063542768,8.46043885571027,6.70594925803259,2.51889560541784,2.64955326238603,-0.6865296353187,4.18705365261475,3.33608289770473,-1.68570601151323,-1.85185997589518,Latin America and the Caribbean,1,0,0,0.5,0.5,3.4623502062141,BRA,1,1,0.694918525935415,0.546209059788557,0.68051584779298,0,0,0,-2.06781349239519
BRA,1982,2.10848840271855,0.991049822835318,Brazil,1982,51.8,60.4,Americas,Latin America and the Caribbean,10.2652426692819,0,0.125465496146707,9.22968184342685,8.59290792331179,8.56535638602304,2.10848840271855,-0.654362304239015,-1.49760088902902,-4.3382508798069,2.76285070695757,2.84064999077789,-1.69988628325886,-1.71526312988488,Latin America and the Caribbean,1,0,0,0.199999999999996,0,3.22791120535797,BRA,1,1,0.219329035034118,0.46441377175868,1.02587218616268,0,0,0,-1.85185997589518
