alpha3,pseudoYear,lrgdpnaPerCapita_chg7_temp,lrgdpnaPerCapita_chg7_subRegionMean,country,year,gini_disp,gini_mkt,region,subRegion,lcgdpoPerCapitaUSA,isExtrapolated,lrtfpna,lrgdpnaPerCapita,lrgdpoPerCapita,lcgdpoPerCapita,lrgdpnaPerCapita_chg7,lrtfpna_chg7,lrgdpnaPerCapita_chg1,lrtfpna_chg1,lrgdpnaPerCapita_chg7_nonTFP,lrgdpnaPerCapita_chg1_nonTFP,lcgdpoPerCapita_gap,lcgdpoPerCapita_gap_avg7,subRegion_new,isLAC,isAfrica,isEAT,gini_disp_chg1,gini_mkt_chg1,lcgdpoPerCapita_gap_chg1,countryLAC,hasGiniDisp,hasGiniMkt,resid,cumulativeTFP,cumulativeNonTFP,post1990,cumulativeTFP1990,cumulativeNonTFP1990,lag_lcgdpoPerCapita_gap_avg7
DNK,2017,1.12102498778714,1.87825486309269,Denmark,2017,26.5,49.1,Europe,Northern Europe,10.9076320435205,0,0.0491190822960312,10.7755393903427,10.7336828439493,10.7677309983917,1.12102498778714,0.741349807817084,1.85829589609003,1.01686118496786,0.379675179970061,0.841434711122174,-0.1399010451288,-0.162894985384415,Others,0,0,0,0.199999999999999,0.200000000000003,3.60168480757004,nonLAC,1,1,0.20344851511705,0.685955886085193,1.22164263614463,1,0.376342457451905,0.887531523601314,-0.202657859283971
DOM,1968,1.28571999888814,2.21334453490361,Dominican Republic,1968,,,Americas,Latin America and the Caribbean,10.0479275800112,0,-0.135714008525117,7.94107301181872,7.77662831496743,7.79856978862061,1.28571999888814,-0.0631829456253143,-3.04202783257805,-4.32831317236612,1.34890294451346,1.28628533978807,-2.24935779139059,-2.05940063271775,Latin America and the Caribbean,1,0,0,,,-8.35541490036293,DOM,0,0,,-0.00789786820316428,0.168612868064182,0,0,0,
DOM,1975,7.07873659288014,2.90745528768185,Dominican Republic,1975,,,Americas,Latin America and the Caribbean,10.1461448672235,0,0.113696786925117,8.43658457332033,8.2047929969413,8.20127974340323,7.07873659288014,3.56301136357477,2.49699062799191,-0.8400359092194,3.51572522930537,3.33702653721131,-1.94486512382027,-2.03022309036042,Latin America and the Caribbean,1,0,0,,,3.24134078043397,DOM,0,0,,0.437478552243682,0.608078521727354,0,0,0,-2.05940063271775
DOM,1982,2.12609900638885,0.991049822835318,Dominican Republic,1982,,,Americas,Latin America and the Caribbean,10.2652426692819,0,0.0465877729832134,8.58541150376755,8.31391327279509,8.28565104497601,2.12609900638885,-0.958700199170051,-0.564292444572168,-1.54714917763431,3.0847992055589,0.982856733062142,-1.97959162430589,-1.99714242882087,Latin America and the Caribbean,1,0,0,,,3.51575707352989,DOM,0,0,,0.317641027347426,0.993678422422216,0,0,0,-2.03022309036042
DOM,1989,1.2058393969873,-0.305011859435522,Dominican Republic,1989,46,48.4,Americas,Latin America and the Caribbean,10.4961554218642,0,-0.0584300491506221,8.66982026155666,8.52205546043081,8.51844996595659,1.2058393969873,-1.50025460191194,2.30412531339113,-0.85938606982048,2.70609399889924,3.16351138321161,-1.97770545590761,-1.93878453179648,Latin America and the Caribbean,1,0,0,0.100000000000001,0.199999999999996,-10.780749720087,DOM,1,1,0.0922513268158299,0.130109202108434,1.33194017228462,0,0,0,-1.99714242882087
DOM,1996,2.00168417053229,1.82195560854994,Dominican Republic,1996,46,48.7,Americas,Latin America and the Caribbean,10.6043368118321,0,-0.0412498337966042,8.80993815349392,8.6879143945899,8.68979475002486,2.00168417053229,0.245431647914542,5.17141845314999,2.57674318384776,1.75625252261775,2.59467526930223,-1.91454206180724,-1.96037666061551,Latin America and the Caribbean,1,0,0,0,0,-0.526723972702214,DOM,1,1,0.0517309723907026,0.160788158097751,1.55147173761184,1,0.0613579119786354,0.439063130654436,-1.93878453179648
DOM,2003,3.22682174561741,1.02765215189455,Dominican Republic,2003,48.1,50,Americas,Latin America and the Caribbean,10.7573169934013,0,-0.0626088757192238,9.03581567568714,8.89983499507403,8.90647734360831,3.22682174561741,-0.305129170323137,-1.775949801557,-2.10741431402097,3.53195091594055,0.331464512463973,-1.85083964979299,-1.79394319218489,Latin America and the Caribbean,1,0,0,0.300000000000004,0.100000000000001,-11.252832189076,DOM,1,1,0.412440005609241,0.122647011807359,1.99296560210441,1,-0.0149243806021489,1.32205085963957,-1.96037666061551
DOM,2010,4.3824720584753,3.08085845835385,Dominican Republic,2010,45.5,47.9,Americas,Latin America and the Caribbean,10.811535892488,0,0.025553433146085,9.34258871978041,9.35011373550524,9.35456927154742,4.3824720584753,1.2594615552187,6.68567341284199,1.87799458684492,3.1230105032566,4.80767882599707,-1.45696662094058,-1.64172982206134,Latin America and the Caribbean,1,0,0,-0.600000000000001,-0.5,5.21087655431813,DOM,1,1,-0.419898323478353,0.280079706209696,2.38334191501148,1,0.299941008202525,2.10280348545373,-1.79394319218489
DOM,2017,3.87438613255756,1.14522738743662,Dominican Republic,2017,,,Americas,Latin America and the Caribbean,10.9076320435205,0,0.0512689813573873,9.61379574905944,9.60107152778408,9.59783127675722,3.87438613255756,0.367364974447176,3.34732378916396,0.16467873947904,3.50702115811039,3.18264504968492,-1.30980076676328,-1.40102703611479,Latin America and the Caribbean,1,0,0,,,1.64886728625984,DOM,0,0,,0.326000328015593,2.82171955977528,1,0.391782251814319,2.97955877498132,-1.64172982206134
ECU,1968,1.35262399626114,2.21334453490361,Ecuador,1968,,,Americas,Latin America and the Caribbean,10.0479275800112,0,-0.0119135320112254,8.49417462897476,8.41862619530691,8.39822302326357,1.35262399626114,0.428948373618563,0.967496499131926,-0.11446213981722,0.923675622642576,1.08195863894915,-1.64970455674763,-1.60624128069353,Latin America and the Caribbean,1,0,0,,,-1.71061289008492,ECU,0,0,,0.0536185467023204,0.115459452830322,0,0,0,
ECU,1975,4.81226627617745,2.90745528768185,Ecuador,1975,,,Americas,Latin America and the Caribbean,10.1461448672235,0,0.187668021094904,8.83103326830718,8.76526771521524,8.77863472888698,4.81226627617745,2.85116504437328,7.66606370958201,4.6213516808539,1.96110123180417,3.04471202872811,-1.36751013833652,-1.57234154317839,Latin America and the Caribbean,1,0,0,,,7.670839141187,ECU,0,0,,0.41001417724898,0.360597106805843,0,0,0,-1.60624128069353
ECU,1982,1.33308567618999,0.991049822835318,Ecuador,1982,,,Americas,Latin America and the Caribbean,10.2652426692819,0,0.0855911326573002,8.92434926564048,8.84017977591791,8.85787601063348,1.33308567618999,-1.45824126339434,-1.91786439110011,-3.47113011792588,2.79132693958433,1.55326572682577,-1.40736665864842,-1.40076651125183,Latin America and the Caribbean,1,0,0,,,-0.816547332564888,ECU,0,0,,0.227734019324688,0.709512974253884,0,0,0,-1.57234154317839
ECU,1989,-0.186927037329708,-0.305011859435522,Ecuador,1989,48.2,49,Americas,Latin America and the Caribbean,10.4961554218642,0,0.00941987644978285,8.9112643730274,8.58791436098553,8.60852971601169,-0.186927037329708,-1.08816080296453,-1.415623801946,-1.92472085737441,0.901233765634826,0.509097055428407,-1.88762570585251,-1.6953954108331,Latin America and the Caribbean,1,0,0,0.100000000000001,0.100000000000001,-3.66516486835202,ECU,1,1,0.211063936947916,0.0917139189541208,0.822167194958237,0,0,0,-1.40076651125183
ECU,1996,0.598702387609151,1.82195560854994,Ecuador,1996,49,49.8,Americas,Latin America and the Caribbean,10.6043368118321,0,0.034706684901986,8.95317354016004,8.52472467764774,8.51881879836754,0.598702387609151,0.361240120745759,-0.383960459148902,0.84667355684519,0.237462266863392,-1.23063401599409,-2.08551801346456,-1.95393133870672,Latin America and the Caribbean,1,0,0,0.100000000000001,0.0999999999999943,-4.76893814773298,ECU,1,1,0.270543582522791,0.136868934047341,0.851849978316161,1,0.0903100301864398,0.059365566715848,-1.6953954108331
ECU,2003,0.205669944574716,1.02765215189455,Ecuador,2003,48.7,49.2,Americas,Latin America and the Caribbean,10.7573169934013,0,-0.0413609632430495,8.96757043628027,8.68205648913114,8.70207370148701,0.205669944574716,-1.08668068778622,1.03598521404304,-1.87838629165694,1.29235063236094,2.91437150569998,-2.05524329191429,-2.12485940419647,Latin America and the Caribbean,1,0,0,-0.299999999999997,-0.299999999999997,1.72130391012075,ECU,1,1,-0.068747384258674,0.00103384807406309,1.01339380736128,1,-0.181360141760116,0.382453224806082,-1.95393133870672
ECU,2010,2.57790854365328,3.08085845835385,Ecuador,2010,44.3,45.8,Americas,Latin America and the Caribbean,10.811535892488,0,-0.0513078631236918,9.148024034336,9.11922639219095,9.11941478095762,2.57790854365328,-0.142098569723462,1.82128283986494,0.42306381823686,2.72000711337674,1.39821902162808,-1.69212111153038,-1.82393859838011,Latin America and the Caribbean,1,0,0,-0.800000000000004,-0.600000000000001,4.50891870181795,ECU,1,1,-0.50108571334627,-0.0167284731413696,1.35339469653337,1,-0.216884784190981,1.06245500315027,-2.12485940419647
ECU,2017,1.76454375046387,1.14522738743662,Ecuador,2017,41.9,43.8,Americas,Latin America and the Caribbean,10.9076320435205,0,0.0481040326427444,9.27154209686847,9.19824422249284,9.21139455553803,1.76454375046387,1.42016993952052,1.50089645350509,1.10329222386791,0.344373810943348,0.397604229637175,-1.69623748798247,-1.62909207258306,Latin America and the Caribbean,1,0,0,-0.100000000000001,-0.100000000000001,0.599739802721011,ECU,1,1,0.162726607595099,0.160792769298695,1.39644142290129,1,0.138157700689148,1.1485484558861,-1.82393859838011
EGY,1968,2.03231595921643,1.33503311006031,Egypt,1968,,,Africa,Northern Africa,10.0479275800112,0,0.162767396351863,7.63271312875998,6.82651604126133,6.74731953544787,2.03231595921643,0.626327634208557,3.295309029214,3.6584489274061,1.40598832500787,-0.3631398981921,-3.30060804456333,-3.3260003316089,Africa,0,1,0,,,4.4602962286711,nonLAC,0,0,,0.0782909542760696,0.175748540625984,0,0,0,
EGY,1975,3.63853570083299,2.25643537547164,Egypt,1975,36.7,40.5,Africa,Northern Africa,10.1461448672235,0,0.202554550759661,7.88741062781829,7.12149147462077,7.04560112918426,3.63853570083299,0.5683879201114,2.72898306290799,-3.6090370079335,3.07014778072159,6.33802007084149,-3.10054373803924,-3.17639018418189,Africa,0,1,0,,,9.33847940164805,nonLAC,1,1,,0.149339444289995,0.559517013216183,0,0,0,-3.3260003316089
EGY,1982,6.21875229065172,1.05728785476858,Egypt,1982,38.3,42,Africa,Northern Africa,10.2652426692819,0,0.0223878586655457,8.32272328816391,7.32058666187345,7.2543069596046,6.21875229065172,-2.57380988705879,6.90679914928811,-2.34174641091465,8.79256217771051,9.24854556020276,-3.0109357096773,-3.11239979264903,Africa,0,1,0,0.299999999999997,0.200000000000003,2.9033428342899,nonLAC,1,1,0.121156366214945,-0.172386791592354,1.65858728543,0,0,0,-3.17639018418189
EGY,1989,4.61370466731643,-0.432658241363018,Egypt,1989,39.7,43.5,Africa,Northern Africa,10.4961554218642,0,0.200416183755228,8.64568261487606,7.53600257225073,7.50211454749069,4.61370466731643,2.54326178699546,3.012961119002,1.0178912036698,2.07044288032096,1.9950699153322,-2.99404087437351,-2.9638127995939,Africa,0,1,0,0.300000000000004,0.200000000000003,5.43260998135393,nonLAC,1,1,0.0304941806674725,0.145520931782079,1.91739264547012,0,0,0,-3.11239979264903
EGY,1996,2.668557804791,0.290643686421784,Egypt,1996,41,44.9,Africa,Northern Africa,10.6043368118321,0,0.248007624498533,8.83248166121143,8.43246620099731,8.42427622094722,2.668557804791,0.679877724904357,3.09574293972794,-0.956438776124599,1.98868007988664,4.05218171585254,-2.18006059088488,-2.54573615358278,Africa,0,1,0,0.299999999999997,0.199999999999996,14.642416134572,nonLAC,1,1,0.0899738262423398,0.230505647395123,2.16597765545595,1,0.169969431226089,0.49717001997166,-2.9638127995939
EGY,2003,2.44071475618957,1.48370355744596,Egypt,2003,41.6,45.8,Africa,Northern Africa,10.7573169934013,0,0.171109027533552,9.0033316941447,8.54491603250311,8.52514288251502,2.44071475618957,-1.09855138521401,1.16754041053895,0.000351614843899228,3.53926614140359,1.16718879569505,-2.23217411088628,-2.23681887035305,Africa,0,1,0,-0.100000000000001,0.0999999999999943,-0.215493643579023,nonLAC,1,1,-0.249317140539125,0.0931867242433715,2.6083859231314,1,-0.104668415077414,1.38198655532256,-2.54573615358278
EGY,2010,3.65022591935943,2.7104871386167,Egypt,2010,42.5,47.4,Africa,Northern Africa,10.811535892488,0,0.0371241793880135,9.25884750849986,9.12138234731115,9.1182163061285,3.65022591935943,-1.91406925922198,3.04686312170297,-1.65755085780442,5.56429517858141,4.70441397950739,-1.6933195863595,-2.0009195019348,Africa,0,1,0,0.5,0.5,11.4818631369651,nonLAC,1,1,0.418344530373288,-0.146071933159376,3.30392282045407,1,-0.583185729882909,2.77306034996791,-2.23681887035305
EGY,2017,0.969431231498419,2.16681698522927,Egypt,2017,,,Africa,Northern Africa,10.9076320435205,0,0.00496915108496911,9.32670769470475,9.32387844527398,9.33384826287172,0.969431231498419,-0.459357547186348,2.16644173278588,-0.133309344911084,1.42878877868477,2.29975107769697,-1.57378378064878,-1.58238223420374,Africa,0,1,0,,,1.55235258696695,nonLAC,0,0,,-0.203491626557669,3.48252141778967,1,-0.698025116679496,3.1302575446391,-2.0009195019348
ESP,1968,6.02454917347386,3.76954995574092,Spain,1968,,,Europe,Southern Europe,10.0479275800112,0,-0.230213965516166,9.42983953116134,9.1543570007208,9.18279896958309,6.02454917347386,3.51113536368319,4.88207952921709,3.6055366165325,2.51341380979068,1.27654291268459,-0.86512861042811,-0.91068779626248,Others,0,0,0,,,2.01287955142799,nonLAC,0,0,,0.438891920460398,0.314176726223835,0,0,0,
ESP,1975,4.45187397825215,3.43927560609104,Spain,1975,32.4,43.3,Europe,Southern Europe,10.1461448672235,0,-0.102608742795617,9.74147070963899,9.45803610530885,9.47560065947306,4.45187397825215,1.8229317531507,-0.585339891411962,-1.41704100158891,2.62894222510145,0.831701110176948,-0.67054420775044,-0.73330237552248,Others,0,0,0,-0.100000000000001,-0.300000000000004,1.03986082759402,nonLAC,1,1,0.0430784055793933,0.666758389604236,0.642794504361516,0,0,0,-0.91068779626248
ESP,1982,0.649601942977845,2.66963716343532,Spain,1982,31.3,42.6,Europe,Southern Europe,10.2652426692819,0,0.001774166812049,9.78694284564744,9.47479990922692,9.48856974651717,0.649601942977845,1.49118442296666,0.61438950831505,0.930164531079385,-0.841582479988813,-0.315775022764335,-0.77667292276473,-0.72463878789778,Others,0,0,0,-0.300000000000001,0.100000000000001,-0.395450009366982,nonLAC,1,1,-0.332511085321896,0.853156442475068,0.537596694362915,0,0,0,-0.73330237552248
ESP,1989,3.10698763192229,2.30617905354096,Spain,1989,29.3,42.3,Europe,Southern Europe,10.4961554218642,0,0.0937757766763428,10.004431979882,9.66605133398538,9.68432256257944,3.10698763192229,1.31430871234705,4.509623309551,0.44065892219208,1.79267891957523,4.06896438735892,-0.81183285928476,-0.885232112372041,Others,0,0,0,-0.199999999999999,-0.100000000000001,3.6541132055941,nonLAC,1,1,-0.323173270869375,1.01744503151845,0.761681559309818,0,0,0,-0.72463878789778
ESP,1996,1.69153749068856,2.24766782473845,Spain,1996,32.1,46.5,Europe,Southern Europe,10.6043368118321,0,0.0873932506303296,10.1228396042302,9.91109873322928,9.91390755587397,1.69153749068856,-0.0911789435144744,2.34220487864985,0.0623699053746998,1.78271643420304,2.27983497327515,-0.690429255958129,-0.719254498697413,Others,0,0,0,-0.399999999999999,-0.399999999999999,0.184173916755981,nonLAC,1,1,-0.4636936252945,1.00604766357914,0.984521113585198,1,-0.0227947358786186,0.445679108550759,-0.885232112372041
ESP,2003,2.98296686078002,2.41177868733355,Spain,2003,30.5,44.2,Europe,Southern Europe,10.7573169934013,0,0.0423946250861737,10.3316472844848,10.1755612694267,10.1924178406551,2.98296686078002,-0.642837507773656,1.55958619012004,-0.48885751441834,3.62580436855367,2.04844370453838,-0.5648991527462,-0.588197693669597,Others,0,0,0,0.600000000000001,0.200000000000003,-1.95302840518004,nonLAC,1,1,0.597015407924034,0.925692975107433,1.43774665965441,1,-0.183504112822033,1.35213020068918,-0.719254498697413
ESP,2010,0.39930524267428,1.92328025178751,Spain,2010,33.2,49.8,Europe,Southern Europe,10.811535892488,0,0.00546366747759186,10.359598651472,10.3612598125443,10.3666714029355,0.39930524267428,-0.527585108694026,-0.656198360199944,0.107484729718461,0.926890351368306,-0.763683089918405,-0.444864489552499,-0.4654904309639,Others,0,0,0,0.600000000000001,1.3,-3.38063548449998,nonLAC,1,1,0.664677078836446,0.85974483652068,1.55360795357545,1,-0.315400389995539,1.58385278853125,-0.588197693669597
ESP,2017,0.89232369098856,1.87825486309269,Spain,2017,33.5,50.9,Europe,Southern Europe,10.9076320435205,0,0.00593850506562909,10.4220613098412,10.4827972705199,10.4905277007774,0.89232369098856,0.00678339411481757,2.9211158761699,0.808472601895219,0.885540296873742,2.11264327427468,-0.4171043427431,-0.477730076941914,Others,0,0,0,-0.200000000000003,-0.200000000000003,3.17924994133012,nonLAC,1,1,-0.171510600222193,0.860592760785032,1.66430049068466,1,-0.313704541466835,1.80523786274969,-0.4654904309639
FIN,1968,2.73782823912655,3.76954995574092,Finland,1968,24.2,44.8,Europe,Northern Europe,10.0479275800112,0,-0.564969687205984,9.46381800572665,9.373672877505,9.40178842026759,2.73782823912655,1.37236210381716,1.3209872260159,1.25881938295751,1.36546613530939,0.0621678430583916,-0.64613915974361,-0.651936151569186,Others,0,0,0,-0.400000000000002,-0.300000000000004,1.36056644268905,nonLAC,1,1,-0.330550183285694,0.171545262977145,0.170683266913674,0,0,0,
FIN,1975,5.0153868599533,3.43927560609104,Finland,1975,21.6,41.2,Europe,Northern Europe,10.1461448672235,0,-0.391674277942986,9.81489508592338,9.68984036247225,9.72677112311558,5.0153868599533,2.47564870375711,0.72246814256296,-0.913101011388095,2.53973815619619,1.63556915395106,-0.41937374410792,-0.465011458998207,Others,0,0,0,-0.399999999999999,-0.599999999999994,-0.771130817935983,nonLAC,1,1,-0.27136889207806,0.481001350946784,0.488150536438197,0,0,0,-0.651936151569186
FIN,1982,2.61533633597514,2.66963716343532,Finland,1982,20.6,39.3,Europe,Northern Europe,10.2652426692819,0,-0.319516666671161,9.99796862944164,9.88336964444341,9.89363648715008,2.61533633597514,1.03082301816893,2.51637590665812,0.886393690114196,1.58451331780622,1.62998221654392,-0.371606182131821,-0.431297167316731,Others,0,0,0,0,-0.100000000000001,3.63025573276286,nonLAC,1,1,-0.0469583829793531,0.6098542282179,0.686214701163974,0,0,0,-0.465011458998207
FIN,1989,3.29234282948229,2.30617905354096,Finland,1989,20.9,39.9,Europe,Northern Europe,10.4961554218642,0,-0.212067085633398,10.2284326275054,10.0981492675145,10.0956463872827,3.29234282948229,1.53499401482519,4.63924086556009,2.0411430862289,1.7573488146571,2.59809777933119,-0.4005090345815,-0.432348539134501,Others,0,0,0,0.199999999999999,0.5,0.371896223790102,nonLAC,1,1,0.0623794314731668,0.801728480071048,0.905883302996111,0,0,0,-0.431297167316731
FIN,1996,-0.160328529258586,2.24766782473845,Finland,1996,22.9,44.8,Europe,Northern Europe,10.6043368118321,0,-0.125026216617938,10.2172096304573,10.1242152225086,10.0918016623011,-0.160328529258586,1.24344098593514,3.24297414296986,1.7064623025876,-1.40376951519373,1.53651184038226,-0.512535149531001,-0.501912146141559,Others,0,0,0,0.699999999999999,-0.200000000000003,-4.10051638839004,nonLAC,1,1,0.621859077048041,0.957158603312941,0.730412113596895,1,0.310860246483786,-0.350942378798432,-0.432348539134501
FIN,2003,3.66143742775716,2.41177868733355,Finland,2003,25,47.4,Europe,Northern Europe,10.7573169934013,0,-0.00583589922813519,10.4735102504003,10.3845999534986,10.4057046888644,3.66143742775716,1.70271881985433,1.71134750666013,0.744877862762541,1.95871860790284,0.966469643897591,-0.3516123045369,-0.363962220047071,Others,0,0,0,0.199999999999999,0.199999999999996,-0.98656357343998,nonLAC,1,1,0.182568110266575,1.16999845579473,0.97525193958475,1,0.736539951447367,0.138737273177277,-0.501912146141559
FIN,2010,1.14856800454571,1.92328025178751,Finland,2010,25.4,48,Europe,Northern Europe,10.811535892488,0,-0.0101859209268542,10.5539100107185,10.5556580803017,10.5665472336755,1.14856800454571,-0.0621431671245573,2.51633830203009,2.20536401861701,1.21071117167026,0.310974283413076,-0.244988658812499,-0.272190756830614,Others,0,0,0,0.299999999999997,0.299999999999997,0.445546757420168,nonLAC,1,1,0.350229781178985,1.16223055990416,1.12659083604353,1,0.721004159666228,0.441415066094843,-0.363962220047071
FIN,2017,0.308040163608579,1.87825486309269,Finland,2017,25.8,49.4,Europe,Northern Europe,10.9076320435205,0,-0.0230038899781354,10.5754728221711,10.5939654846733,10.6185377454148,0.308040163608579,-0.183113843589731,2.39434047775013,0.67606129542113,0.49115400719831,1.718279182329,-0.289094298105701,-0.301039196380372,Others,0,0,0,0.199999999999999,0.100000000000001,2.27327587146995,nonLAC,1,1,0.214042102120352,1.13934132945545,1.18798508694332,1,0.675225698768795,0.56420356789442,-0.272190756830614
FRA,1968,4.2971250020233,3.76954995574092,France,1968,28.6,46.7,Europe,Western Europe,10.0479275800112,0,-0.40273260417439,9.67543869241995,9.55118775319779,9.55522239411213,4.2971250020233,2.95955229522542,3.53108372762296,2.6217947633664,1.33757270679788,0.909288964256561,-0.492705185899069,-0.509404984999184,Others,0,0,0,0.200000000000003,0.100000000000001,-0.104653051803894,nonLAC,1,1,0.255349844130319,0.369944036903177,0.167196588349736,0,0,0,
FRA,1975,3.71975622067343,3.43927560609104,France,1975,29.8,47.3,Europe,Western Europe,10.1461448672235,0,-0.243052334156571,9.93582162786709,9.83987296990072,9.84700446902847,3.71975622067343,2.28114671454027,-1.65167931617294,-1.9329869104527,1.43860950613316,0.281307594279762,-0.29914039819503,-0.359983716732334,Others,0,0,0,0.199999999999999,0,0.501988190765879,nonLAC,1,1,0.314531135337945,0.655087376220711,0.34702277661638,0,0,0,-0.509404984999184
FRA,1982,2.45905038957299,2.66963716343532,France,1982,30.7,48,Europe,Western Europe,10.2652426692819,0,-0.142145393030912,10.1079551551372,9.98553265840252,9.97971613019545,2.45905038957299,1.44152773036656,1.98506442659987,3.7024307205256,1.01752265920643,-1.71736629392573,-0.285526539086449,-0.298003043256345,Others,0,0,0,0.300000000000001,0.5,2.92656059230598,nonLAC,1,1,0.238941644436656,0.83527834251653,0.474213109017184,0,0,0,-0.359983716732334
FRA,1989,2.00002400496143,2.30617905354096,France,1989,29.1,48,Europe,Western Europe,10.4961554218642,0,-0.0692246497192868,10.2479568354845,10.073417280743,10.0649140038656,2.00002400496143,1.04172490445179,3.65652890970996,2.07993445117699,0.958299100509641,1.57659445853297,-0.431241417998601,-0.428203148281284,Others,0,0,0,-0.5,-0.200000000000003,0.717517937489909,nonLAC,1,1,-0.651720541110824,0.965493955573004,0.594000496580889,0,0,0,-0.298003043256345
FRA,1996,1.03711279566429,2.24766782473845,France,1996,28.1,47.4,Europe,Western Europe,10.6043368118321,0,-0.0419240680969643,10.320554731181,10.1541098184566,10.126945605811,1.03711279566429,0.390008308890321,0.923854432680038,0.0950018038588303,0.647104486773966,0.828852628821208,-0.4773912060211,-0.442930176212014,Others,0,0,0,-0.299999999999997,-0.399999999999999,-1.33505958895004,nonLAC,1,1,-0.392240895535948,1.01424499418429,0.674888557427635,1,0.0975020772225803,0.161776121693491,-0.428203148281284
FRA,2003,1.89480370237143,2.41177868733355,France,2003,27.8,47.1,Europe,Western Europe,10.7573169934013,0,0.0185252017911666,10.453190990347,10.3369642653419,10.3415447322021,1.89480370237143,0.86356099840187,0.249839614440006,-0.48009555653488,1.03124270396956,0.729935170974886,-0.4157722611992,-0.399590928814686,Others,0,0,0,0,0,-5.21526581333998,nonLAC,1,1,-0.031531862317416,1.12219011898453,0.80379389542383,1,0.313392326823048,0.419586797685882,-0.442930176212014
FRA,2010,0.626663227487129,1.92328025178751,France,2010,29.3,49.1,Europe,Western Europe,10.811535892488,0,-0.00391970366166408,10.4970574162711,10.4853165505794,10.4900472967853,0.626663227487129,-0.32064150646901,1.37877566429996,0.619528665739292,0.947304733956139,0.759246998560666,-0.3214885957027,-0.364621959037586,Others,0,0,0,0.300000000000001,0.5,1.43814861314997,nonLAC,1,1,0.336129808594996,1.0821099306759,0.922206987168348,1,0.233231950205795,0.656412981174917,-0.399590928814686
FRA,2017,0.753341428281448,1.87825486309269,France,2017,29.5,48.8,Europe,Western Europe,10.9076320435205,0,-0.00449461995176322,10.5497913162508,10.5830708720166,10.5966406998317,0.753341428281448,-0.00821308985855914,1.72311381060002,-0.094626636425873,0.761554518140007,1.81774044702589,-0.3109913436888,-0.324196782082429,Others,0,0,0,-0.100000000000001,0,1.69605687223005,nonLAC,1,1,-0.10005787046364,1.08108329444358,1.01740130193585,1,0.231178677741156,0.846801610709919,-0.364621959037586
GBR,1968,2.84250063544757,3.76954995574092,United Kingdom,1968,26.2,39.3,Europe,Northern Europe,10.0479275800112,0,-0.244891116120417,9.66285505739285,9.57950139341585,9.56035487423198,2.84250063544757,1.1680757454478,6.45713994943602,4.5793732733225,1.67442488999977,1.87776667611352,-0.48757270577922,-0.465778804396522,Others,0,0,0,0,-0.400000000000006,0.197362622503938,nonLAC,1,1,-0.0317126399589316,0.146009468180975,0.209303111249971,0,0,0,
GBR,1975,1.33262864399999,3.43927560609104,United Kingdom,1975,25.8,38.9,Europe,Northern Europe,10.1461448672235,0,-0.269243041015089,9.75613906247285,9.66720296806871,9.64711527212123,1.33262864399999,-0.347884641352457,-1.5964984132161,-2.369367294185,1.68051328535245,0.772868880968905,-0.49902959510227,-0.481379701297998,Others,0,0,0,-0.5,0.600000000000001,-0.793638355984072,nonLAC,1,1,-0.472531348751302,0.102523888011918,0.419367271919027,0,0,0,-0.465778804396522
GBR,1982,1.7270802660823,2.66963716343532,United Kingdom,1982,27.8,43.6,Europe,Northern Europe,10.2652426692819,0,-0.216940388977127,9.87703468109861,9.87700344575443,9.85220538957212,1.7270802660823,0.747180743399457,1.9552080343761,1.9780378482596,0.979899522682847,-0.0228298138835015,-0.41303727970978,-0.451419707767953,Others,0,0,0,0.300000000000001,0.600000000000001,3.58221353652795,nonLAC,1,1,0.151879160347408,0.19592148093685,0.541854712254382,0,0,0,-0.481379701297998
GBR,1989,3.65487769955699,2.30617905354096,United Kingdom,1989,32.5,50.7,Europe,Northern Europe,10.4961554218642,0,-0.123927765618916,10.1328761200676,10.0178147579638,10.004401136005,3.65487769955699,1.32875176226016,2.25447495788007,-1.1746502596918,2.32612593729683,3.42912521757187,-0.4917542858592,-0.476912267037988,Others,0,0,0,0.5,0.600000000000001,-1.04464789768297,nonLAC,1,1,0.261216974799928,0.36201545121937,0.832620454416487,0,0,0,-0.451419707767953
GBR,1996,1.52684712401143,2.24766782473845,United Kingdom,1996,33.4,52.6,Europe,Northern Europe,10.6043368118321,0,-0.0840786897455009,10.2397554187484,10.1894934533646,10.1677271835942,1.52684712401143,0.569272512477359,2.19631208099997,0.191173670100661,0.957574611534074,2.00513841089931,-0.4366096282379,-0.50645055842009,Others,0,0,0,-0.300000000000004,-0.399999999999999,2.65985678245997,nonLAC,1,1,-0.479303379625202,0.43317451527904,0.952317280858246,1,0.14231812811934,0.239393652883518,-0.476912267037988
GBR,2003,2.88364343329715,2.41177868733355,United Kingdom,2003,33.5,52.6,Europe,Northern Europe,10.7573169934013,0,0.00881518263009463,10.4416104590792,10.3927564444525,10.3954304905535,2.88364343329715,1.32705531965136,2.89598474911994,1.87651492989495,1.55658811364578,1.01946981922499,-0.361886502847801,-0.381431192990371,Others,0,0,0,-0.200000000000003,-0.199999999999996,-0.199602033650237,nonLAC,1,1,-0.318594346406667,0.59905643023546,1.14689079506397,1,0.474081958032181,0.628540681294964,-0.50645055842009
