alpha3,region,subRegion,country,year,cgdpo,ctfp,rtfpna,rgdpna,rgdpo,pop,rgdpnaPerCapita,rgdpoPerCapita,growth_rgdpnaPerCapita,growth_rgdpoPerCapita,growth_rtfpna,numComplete,numObs,noIncomplete,isLAC,growth_rgdpnaPerCapita_demeaned,growth_rgdpoPerCapita_demeaned,growth_rtfpna_demeaned
DNK,Europe,Northern Europe,Denmark,1975,96346.265625,0.88274472951889,0.855146586894989,124703.0390625,93457.1875,5.06272888183594,24631.5854498766,18459.844420132,0.0112604244951915,0.00928934698049555,0.00986477619012405,12,12,1,0,-0.00878709587409026,-0.014172056643841,0.00269142213999137
DNK,Europe,Northern Europe,Denmark,1980,108462.5390625,0.913737893104553,0.879331052303314,142189.484375,108531.8984375,5.12394523620606,27750.0007943649,21181.3150676569,0.024127732507834,0.0278860611613416,0.00559329431738265,12,12,1,0,0.0040802121385522,0.0044246575370051,-0.00158005973275004
DNK,Europe,Northern Europe,Denmark,1985,113629.0625,0.90624725818634,0.941346645355225,162774.109375,111434.46875,5.1142430305481,31827.6054545565,21789.0444557261,0.027799005617495,0.00567360774451853,0.0137233121078351,12,12,1,0,0.00775148524821329,-0.017787795879818,0.00654995805770238
DNK,Europe,Northern Europe,Denmark,1990,127074.453125,0.892730832099915,0.954172074794769,174813.578125,126800.34375,5.14111518859863,34003.046364859,24663.9764133671,0.0133110354937778,0.0250970466206302,0.00271018103340714,12,12,1,0,-0.00673648487550399,0.00163564299629365,-0.00446317301672554
DNK,Europe,Northern Europe,Denmark,1995,142552.078125,0.884157657623291,1.01658654212952,196139.578125,141853.390625,5.23270416259766,37483.4066727806,27109.0025763238,0.0196808083690569,0.0190842473999271,0.0127529823948747,12,12,1,0,-0.000366712000224808,-0.00437715622440943,0.00557962834474198
DNK,Europe,Northern Europe,Denmark,2000,184700.828125,0.957696139812469,1.01997971534729,227529.578125,177412.6875,5.34119415283203,42599.009063237,33215.9218376159,0.0259166740260868,0.0414694958872439,0.000666672599198392,12,12,1,0,0.00586915365680502,0.0180080922629074,-0.00650668145093429
DNK,Europe,Northern Europe,Denmark,2005,210093.1875,0.964147329330444,1.02559089660645,243095.359375,207050.21875,5.42170190811157,44837.4631241341,38189.1557778612,0.010295240808845,0.0282974281219133,0.0010978403454367,12,12,1,0,-0.00975227956043672,0.00483602449757675,-0.00607551370469599
DNK,Europe,Northern Europe,Denmark,2010,242628.828125,0.924238801002502,0.997228443622589,245668.40625,241170.34375,5.55484390258789,44225.9783637751,43416.2233861592,-0.0027425639229739,0.025988273524038,-0.00559316671908094,12,12,1,0,-0.0227900842922557,0.00252686989970146,-0.0127665207692136
DNK,Europe,Northern Europe,Denmark,2015,250963.5,0.885414361953735,1.03073382377625,261918.71875,243726.25,5.68869495391846,46041.9693570643,42843.9654392292,0.00808067294228709,-0.00265015746819064,0.00663117011090941,12,12,1,0,-0.0119668474269947,-0.0261115610925272,-0.000542183939223269
DOM,Americas,Latin America and the Caribbean,Dominican Republic,1960,9411.6044921875,0.98124772310257,0.911484062671661,8898.7763671875,9611.3359375,3.29020261764526,2704.62868136558,2921.19879971971,,,,12,12,1,1,,,
DOM,Americas,Latin America and the Caribbean,Dominican Republic,1965,9700.62890625,0.794301152229309,0.877389371395111,10486.615234375,9702.46484375,3.8750319480896,2706.20097456098,2503.84125182073,0.000116239816767783,-0.0303630979021015,-0.00759565298249454,12,12,1,1,-0.0300791474961699,-0.0590953928655789,-0.0100869643908899
DOM,Americas,Latin America and the Caribbean,Dominican Republic,1970,12881.1337890625,0.814806520938873,1.02093625068665,15417.3486328125,12602.466796875,4.50311422348022,3423.70809792545,2798.61139900982,0.0481594079774286,0.0225090526774876,0.0307687681019035,12,12,1,1,0.0179640206644908,-0.00622324228598986,0.0282774566935082
DOM,Americas,Latin America and the Caribbean,Dominican Republic,1975,18774.66796875,0.849603891372681,1.12041234970093,23755.482421875,18840.744140625,5.14993476867676,4612.77346003721,3658.44325936307,0.0614342061634456,0.0550444202492271,0.01876930752078,12,12,1,1,0.0312388188505079,0.0263121252857496,0.0162779961123846
DOM,Americas,Latin America and the Caribbean,Dominican Republic,1980,20692.099609375,0.692882776260376,1.0692013502121,30683.169921875,21516.0625,5.80926895141602,5281.76095451665,3703.74700843476,0.027456214009842,0.00246449072365729,-0.00931332359751202,12,12,1,1,-0.00273917330309573,-0.0262678042398202,-0.0118046350059074
DOM,Americas,Latin America and the Caribbean,Dominican Republic,1985,29409.220703125,0.79554945230484,0.939031064510345,33740.69140625,29778.849609375,6.48885583877564,5199.79057087766,4589.22964992144,-0.00312335340795744,0.0438057752355461,-0.0256295776091245,12,12,1,1,-0.0333187407208952,0.0150734802720686,-0.0281208890175199
DOM,Americas,Latin America and the Caribbean,Dominican Republic,1990,32853.12109375,0.664482772350311,0.865569114685059,38969.41015625,32766.876953125,7.18364715576172,5424.73889812283,4561.31492021347,0.00850625814196615,-0.00121950301537188,-0.0161602657711279,12,12,1,1,-0.0216891291709716,-0.0299517979788493,-0.0186515771795233
DOM,Americas,Latin America and the Caribbean,Dominican Republic,1995,45968.70703125,0.730010986328125,0.935179054737091,50217.91796875,45768.67578125,7.89242315292358,6362.80100492937,5799.06511529301,0.0324140359406755,0.0491886541876427,0.0155904396875304,12,12,1,1,0.00221864862773776,0.0204563592241653,0.013099128279135
DOM,Americas,Latin America and the Caribbean,Dominican Republic,2000,64076.42578125,0.68515956401825,0.962793469429016,70107.8046875,63948.8828125,8.5626220703125,8187.65608382636,7468.37619217336,0.051725127885432,0.0518980259933566,0.00583715209485769,12,12,1,1,0.0215297405724943,0.0231657310298791,0.0033458406864623
DOM,Americas,Latin America and the Caribbean,Dominican Republic,2005,77923.546875,0.645249247550964,0.961125075817108,83372.3203125,76993.4296875,9.2375659942627,9025.35585286007,8334.81782271644,0.0196730673720069,0.0221955481253289,-0.000346813997155748,12,12,1,1,-0.0105223199409308,-0.00653674683814859,-0.00283812540555114
DOM,Americas,Latin America and the Caribbean,Dominican Republic,2010,114336.4296875,0.734785795211792,1.02588272094727,112974.7890625,113828.1328125,9.89798545837402,11413.9174620548,11500.1313440199,0.0480791433753205,0.0665011737511956,0.0131262344638092,12,12,1,1,0.0178837560623828,0.0377688787877181,0.0106349230554138
DOM,Americas,Latin America and the Caribbean,Dominican Republic,2015,142680.328125,0.713330984115601,1.03803586959839,144602.09375,143130.46875,10.5283937454224,13734.4876385224,13594.710856272,0.0377089131673873,0.0340307045722836,0.00235815758088331,12,12,1,1,0.00751352585444961,0.00529840960880617,-0.000133153827512081
ECU,Americas,Latin America and the Caribbean,Ecuador,1960,17485.328125,0.734217464923859,0.946694314479828,19653.29296875,17892.056640625,4.51505327224731,4352.83744923962,3962.75648630818,,,,12,12,1,1,,,
ECU,Americas,Latin America and the Caribbean,Ecuador,1965,21567.59375,0.725789487361908,0.973679006099701,24551.365234375,22222.44140625,5.23262548446655,4691.97830176411,4246.90080958766,0.015118421711974,0.0139462805734873,0.00563691581760684,12,12,1,1,-0.00170962458285161,-0.00371681484288784,0.00317808119786873
ECU,Americas,Latin America and the Caribbean,Ecuador,1970,28124.998046875,0.763233006000519,1.01560759544373,30461.39453125,28647.669921875,6.0725269317627,5016.2633897793,4717.58631024455,0.013455928112819,0.0212440690548368,0.00846777888282668,12,12,1,1,-0.00337211818200655,0.00358097363846159,0.00600894426308857
ECU,Americas,Latin America and the Caribbean,Ecuador,1975,45376.15234375,0.947951674461365,1.20643293857574,47817.19140625,44773.64453125,6.98739099502564,6843.35418474383,6407.77717507502,0.0640884695006603,0.0631572602820341,0.0350359850735409,12,12,1,1,0.0472604232058347,0.0454941648656589,0.0325771504538028
ECU,Americas,Latin America and the Caribbean,Ecuador,1980,58041.375,0.933674156665802,1.12022030353546,59337.71875,57156.46875,7.97644519805908,7439.11821326607,7165.65679707897,0.0168350046152612,0.0226092586518984,-0.0147191298624884,12,12,1,1,6.95832043563424e-06,0.00494616323552326,-0.0171779644822265
ECU,Americas,Latin America and the Caribbean,Ecuador,1985,59241.8203125,0.741365849971771,1.05148160457611,67028.640625,57875.63671875,9.04597854614258,7409.7722300682,6397.94096609145,-0.000790211907103156,-0.0224097871198576,-0.0125851648382936,12,12,1,1,-0.0176182582019287,-0.0400728825362328,-0.0150439994580318
ECU,Americas,Latin America and the Caribbean,Ecuador,1990,57617.21484375,0.561434030532837,1.02548265457153,76705.0546875,57094.45703125,10.2180910110474,7506.78914530804,5587.58548632244,0.00260501312547157,-0.0267222605601286,-0.0049948514908823,12,12,1,1,-0.014223033169354,-0.0443853559765038,-0.00745368611062041
ECU,Americas,Latin America and the Caribbean,Ecuador,1995,58596.2578125,0.435282945632935,1.02658724784851,88803.390625,58538.63671875,11.4405832290649,7762.13841960381,5116.75283914127,0.00671243514737707,-0.0174513761383498,0.000215336194456128,12,12,1,1,-0.0101156111474485,-0.035114471554725,-0.00224349842528198
ECU,Americas,Latin America and the Caribbean,Ecuador,2000,64192.5,0.365391105413437,0.974311053752899,93729.2734375,63110.73828125,12.6285963058472,7421.98666957961,4997.44680665967,-0.00892217885597191,-0.00470746168695335,-0.0103984817746269,12,12,1,1,-0.0257502251507975,-0.0223705571033285,-0.012857316394365
ECU,Americas,Latin America and the Caribbean,Ecuador,2005,101222.53125,0.387540251016617,0.981069624423981,118779.7265625,99338.46875,13.7352333068848,8647.81281166603,7232.38306408721,0.031044054145456,0.0767295896463607,0.00138352023456956,12,12,1,1,0.0142160078506304,0.0590664942299855,-0.00107531438516855
ECU,Americas,Latin America and the Caribbean,Ecuador,2010,136366.515625,0.398982524871826,0.949986159801483,140324.203125,136340.828125,14.9346904754639,9395.85613478485,9129.1365126712,0.0167308835511852,0.0476824190511516,-0.00641851557999462,12,12,1,1,-9.71627436403451e-05,0.0300193236347764,-0.00887735019973273
ECU,Americas,Latin America and the Caribbean,Ecuador,2015,165013.78125,0.428318411111832,1.07704591751099,174345.28125,162896.40625,16.1443672180176,10799.1399660078,10089.9839585043,0.0282306900959521,0.0202160578256476,0.0254237881604049,12,12,1,1,0.0114026438011266,0.00255296240927243,0.0229649535406668
EGY,Africa,Northern Africa,Egypt,1960,16604.123046875,0.856218636035919,1.07766377925873,49033.71484375,19218.01171875,28.0238552093506,1749.71339515732,685.773301895223,,,,12,12,1,0,,,
EGY,Africa,Northern Africa,Egypt,1965,23849.267578125,0.915757954120636,1.1756227016449,66847.421875,26774.3359375,31.5923004150391,2115.94030813844,847.495610821505,0.0387410600509215,0.0432571668226085,0.0175527574472303,12,12,1,0,0.00498510336765336,-0.00864475695144182,0.0187581850889275
EGY,Africa,Northern Africa,Egypt,1970,35683.296875,1.26712155342102,1.41850352287292,89582.2734375,38730.40234375,35.046272277832,2556.11417748882,1105.12188105804,0.0385212023140131,0.0545193275838221,0.0382752246058777,12,12,1,0,0.00476524563074501,0.00261740380977173,0.0394806522475749
EGY,Africa,Northern Africa,Egypt,1975,44979.58984375,1.26505398750305,1.22452688217163,104377.9375,48525.97265625,39.1877021789551,2663.5380922144,1238.29594383081,0.0082674164759744,0.0230170090107951,-0.0289813283779417,12,12,1,0,-0.0254885402072937,-0.0288849147632553,-0.0277759007362445
EGY,Africa,Northern Africa,Egypt,1980,54998,0.943846583366394,1.08474695682526,167417.328125,59315.64453125,44.0991401672363,3796.38531477273,1345.05217803133,0.0734511226286112,0.0166768539173754,-0.0239500953830877,12,12,1,0,0.0396951659453431,-0.0352250698566749,-0.0227446677413905
EGY,Africa,Northern Africa,Egypt,1985,86716.84375,1.06862735748291,1.16064274311066,259772.375,92199.9765625,50.2049865722656,5174.23452800014,1836.47049541157,0.0638861741021486,0.064263002123661,0.0136173226035672,12,12,1,0,0.0301302174188805,0.0123610783496107,0.0148227502452644
EGY,Africa,Northern Africa,Egypt,1990,118096.328125,0.972861528396606,1.2518435716629,336947.09375,120815.9609375,57.4122161865234,5868.90937383972,2104.35982030353,0.0255155705698158,0.0276073670457311,0.0152436940242844,12,12,1,0,-0.00824038611345233,-0.0242945567283192,0.0164491216659816
EGY,Africa,Northern Africa,Egypt,1995,244510.46875,1.03993189334869,1.29378497600555,423341.5625,247484.375,63.7143859863281,6644.36384258401,3884.27779957113,0.0251306076545823,0.130415376373669,0.00661270605951536,12,12,1,0,-0.00862534902868582,0.078513452599619,0.00781813370121256
EGY,Africa,Northern Africa,Egypt,2000,331106.09375,0.881059229373932,1.21890127658844,546064.6875,338916.5625,69.9059906005859,7811.41477015881,4848.17623766223,0.032892819925916,0.045330502511012,-0.0118536161824442,12,12,1,0,-0.000863136757352147,-0.00657142126303832,-0.010648188540747
EGY,Africa,Northern Africa,Egypt,2005,420537.34375,0.8393993973732,1.14099979400635,654273.625,424141.75,76.7781524658203,8521.61199491309,5524.25053714098,0.0175562156925626,0.0264528232822376,-0.0131221380196902,12,12,1,0,-0.0161997409907055,-0.0254491004918127,-0.011916710377993
EGY,Africa,Northern Africa,Egypt,2010,767054.625,0.959481358528137,1.03782188892365,882879.9375,769487,84.1076049804688,10497.0286302293,9148.83975329803,0.0425788851726274,0.1061614798266,-0.0187776044362845,12,12,1,0,0.0088229284893593,0.0542595560525499,-0.0175721767945873
EGY,Africa,Northern Africa,Egypt,2015,1018063.875,1.08510196208954,0.997588038444519,1008117.3125,1010258.125,93.7781753540039,10750.0205532305,10772.8490257607,0.00477444892877643,0.0332202530170413,-0.00787662639969589,12,12,1,0,-0.0289815077544917,-0.018681670757009,-0.00667119875799869
ESP,Europe,Southern Europe,Spain,1960,177371.890625,0.69527530670166,0.568161845207214,224395.015625,174470.484375,30.735071182251,7300.94341719256,5676.59281933773,,,,12,12,1,0,,,
ESP,Europe,Southern Europe,Spain,1965,266169.5,0.827513694763184,0.746273219585419,348444.65625,261039.9375,32.1828155517578,10827.0407755225,8111.15910850572,0.0819972524290107,0.0739870269855654,0.056051647254709,12,12,1,0,0.0547186041862933,0.0411431935657333,0.0457217868463459
ESP,Europe,Southern Europe,Spain,1970,369397.53125,0.913682460784912,0.831853210926056,472331.78125,358709.84375,33.9802742004395,13900.17568616,10556.4140428673,0.051240546657114,0.0541118584086515,0.0219502825297673,12,12,1,0,0.0239618984143966,0.0212680249888194,0.0116204221214041
ESP,Europe,Southern Europe,Spain,1975,469035.46875,0.995769858360291,0.902480006217957,611887.5,460869,35.9753150939941,17008.5376153426,12810.7008596275,0.0411884387077932,0.0394684087056103,0.0164316466731713,12,12,1,0,0.0139097904650759,0.00662457528577823,0.00610178626480816
ESP,Europe,Southern Europe,Spain,1980,547188.25,1.02437436580658,0.983493030071259,674403.75,543234.5,37.7967948913574,17842.881967598,14372.5017309395,0.00962386009672467,0.0232738973968376,0.0173414498514617,12,12,1,0,-0.0176547881459927,-0.00956993602299447,0.00701158944309853
ESP,Europe,Southern Europe,Spain,1985,481687.5625,0.975971579551697,1.07342553138733,722758.9375,473920.84375,38.8358840942383,18610.5956992293,12203.1686622608,0.00846087667471118,-0.032194582512171,0.0176539598799617,12,12,1,0,-0.0188177715680062,-0.0650384159320031,0.0073240994715985
ESP,Europe,Southern Europe,Spain,1990,662381.6875,0.986680746078491,1.08580887317657,900566.875,652665.6875,39.3061027526856,22911.6297961764,16604.690920557,0.0424593807758928,0.0635346320155785,0.00229668303850983,12,12,1,0,0.0151807325331755,0.0306907985957464,-0.00803317736985333
ESP,Europe,Southern Europe,Spain,1995,784620.125,0.979685842990875,1.09064531326294,970489.375,778107.5,39.8904991149902,24328.8350993659,19506.0858415682,0.0120758601623201,0.0327325536590475,0.000889262580375583,12,12,1,0,-0.0152027880803973,-0.000111279760784594,-0.00944059782798757
ESP,Europe,Southern Europe,Spain,2000,1045524.8125,1.03934121131897,1.06572639942169,1185592.625,1032730.3125,40.9037094116211,28984.9659616241,25247.8400456902,0.0356435291522343,0.0529574453897435,-0.00461191624885227,12,12,1,0,0.00836488090951699,0.0201136119699114,-0.0149417766572154
ESP,Europe,Southern Europe,Spain,2005,1292992.625,0.996580123901367,1.03101241588593,1400702.625,1288155.375,44.0426330566406,31803.3352637804,29247.9192455042,0.018732061699047,0.0298504164884157,-0.00660119263006831,12,12,1,0,-0.0085465865436704,-0.00299341693141639,-0.0169310530384315
ESP,Europe,Southern Europe,Spain,2010,1487060.125,0.85562801361084,1.00547862052917,1476579.625,1479034.5,46.788631439209,31558.5128177659,31610.9801570423,-0.00154436510005029,0.0156605813471369,-0.0050029593113391,12,12,1,0,-0.0288230133427676,-0.0171832520726952,-0.0153328197197023
ESP,Europe,Southern Europe,Spain,2015,1536437.625,0.848466813564301,0.99162769317627,1465615.875,1525531.375,46.3976631164551,31588.1399311297,32879.4872959661,0.000187689415093173,0.00789992973373699,-0.00277039912570198,12,12,1,0,-0.0270909588276242,-0.0249439036860951,-0.0131002595340651
FIN,Europe,Northern Europe,Finland,1960,39571.59375,0.612732648849487,0.500777959823608,44159.37109375,39302.74609375,4.43542623519897,9956.06030899734,8861.09789896818,,,,12,12,1,0,,,
FIN,Europe,Northern Europe,Finland,1965,49448.47265625,0.635033667087555,0.546944499015808,56025.1953125,48816.76953125,4.56973505020142,12260.0533065983,10682.6257966747,0.042511772604932,0.0380973829610085,0.0177933534230261,12,12,1,0,0.0179528015002457,0.0112603696816967,0.0058988425472614
FIN,Europe,Northern Europe,Finland,1970,67169.0078125,0.753857970237732,0.63200056552887,70686,64788.1640625,4.61236619949341,15325.3226094155,14046.6218986723,0.0456430456529804,0.0562793155146699,0.0293305003126705,12,12,1,0,0.0210840745482941,0.0294423022353582,0.0174359894369058
FIN,Europe,Northern Europe,Finland,1975,79087.875,0.780364692211151,0.675924241542816,86373.7265625,76220.375,4.71874904632568,18304.3695934108,16152.6655161605,0.036165266570088,0.0283346305625223,0.0135288400634173,12,12,1,0,0.0116062954654017,0.00149761728321052,0.00163432918765253
FIN,Europe,Northern Europe,Finland,1980,91792.453125,0.794949293136597,0.732553958892822,101784.0625,90951.1484375,4.78824281692505,21257.0803928788,18994.6817475534,0.0303618441807294,0.0329458717603077,0.0162213608031823,12,12,1,0,0.00580287307604313,0.00610885848099596,0.00432684992741754
FIN,Europe,Northern Europe,Finland,1985,99303,0.80013120174408,0.75762677192688,117125.1484375,98000.0234375,4.91122007369995,23848.4830001238,19954.3131781651,0.0232727967622965,0.00990600027034061,0.00675347794819103,12,12,1,0,-0.00128617434238973,-0.0169310130089712,-0.00514103292757369
FIN,Europe,Northern Europe,Finland,1990,120772.5390625,0.800432562828064,0.810827553272247,138694.125,122588.609375,4.99622201919556,27759.800198457,24536.2613799012,0.0308396514584757,0.0422078046126111,0.0136654335676409,12,12,1,0,0.0062806803537894,0.0153707913332993,0.00177092269187622
FIN,Europe,Northern Europe,Finland,1995,125557.3515625,0.7932448387146,0.867542445659638,135637.34375,128297.4296875,5.11900520324707,26496.8169330953,25062.9613750185,-0.00926963519183721,0.00425684156079087,0.0136136416054451,12,12,1,0,-0.0338286062965235,-0.0225801717185209,0.00171913072968037
FIN,Europe,Northern Europe,Finland,2000,169273.484375,0.931253433227539,0.979215621948242,173768.578125,165748.234375,5.18795394897461,33494.6261732614,31948.6710956175,0.0479879425538121,0.049745647728862,0.0245131101176799,12,12,1,0,0.0234289714491258,0.0229086344495503,0.0126185992419151
FIN,Europe,Northern Europe,Finland,2005,189641.875,0.933596312999725,1.02145206928253,197461.140625,188989.390625,5.25892686843872,37547.8012082763,35936.8736917058,0.0231089291208886,0.0238055958568599,0.00848149092361217,12,12,1,0,-0.00145004198379769,-0.00303141742245183,-0.00341301995215256
FIN,Europe,Northern Europe,Finland,2010,208269.734375,0.848491191864014,0.989865779876709,205654.34375,206014.15625,5.36578178405762,38327.0047173785,38394.0615815002,0.00411643164760478,0.0133156562670842,-0.00626253471314686,12,12,1,0,-0.0204425394570815,-0.0135213570122276,-0.0181570455889116
FIN,Europe,Northern Europe,Finland,2015,210680.875,0.829370021820068,0.956669509410858,205330.09375,206622.71875,5.48196601867676,37455.5575591771,37691.3534389027,-0.00458936320842129,-0.00368760102262777,-0.00679905441830642,12,12,1,0,-0.0291483343131076,-0.0305246143019395,-0.0186935652940711
FRA,Europe,Western Europe,France,1960,463528.6875,0.739701986312866,0.524292767047882,529632.75,467831.78125,46.6887130737305,11343.9140882639,10020.2329524741,,,,12,12,1,0,,,
FRA,Europe,Western Europe,France,1965,619481.75,0.84510201215744,0.617764174938202,706177,622671.375,49.9137725830078,14147.9388043773,12474.941139031,0.0451678660667094,0.0447975304040968,0.0333555362943923,12,12,1,0,0.0232120259837278,0.020173770574774,0.0215421365357689
FRA,Europe,Western Europe,France,1970,824827.375,0.947749257087708,0.727118849754334,926857.3125,817680.3125,52.035099029541,17812.1562135168,15714.0147275552,0.0471397947548153,0.0472484593792906,0.0331337206950268,12,12,1,0,0.0251839546718337,0.0226246995499677,0.0213203209364035
FRA,Europe,Western Europe,France,1975,1025452.625,1.10589289665222,0.784230470657349,1120697.5,1018165.625,54.2520179748535,20657.2500311317,18767.3318524655,0.0300805862587852,0.0361510597609807,0.015237525296826,12,12,1,0,0.00812474617580353,0.0115272999316578,0.00342412553820258
FRA,Europe,Western Europe,France,1980,1227883,1.14695990085602,0.833415269851685,1323415.375,1240582.5,55.3578262329102,23906.5632640978,22410.2459294631,0.0296483510307641,0.0361170438921286,0.0122401238691954,12,12,1,0,0.00769251094778248,0.0114932840628057,0.000426724110571975
FRA,Europe,Western Europe,France,1985,1158566.75,1.05700945854187,0.893778324127197,1431965.75,1163530.125,56.8107719421387,25205.8843956292,20480.8011794849,0.0106411061511142,-0.0178449278382152,0.0140833984024267,12,12,1,0,-0.0113147339318674,-0.0424686876675381,0.00226999864380327
FRA,Europe,Western Europe,France,1990,1399944.75,1.04793989658356,0.938591182231903,1690680.125,1423790.875,58.5263137817383,28887.5211123844,24327.3629073878,0.0276415775697814,0.0350220890648263,0.00983246895852141,12,12,1,0,0.00568573748679971,0.0103983292355034,-0.00198093080010199
FRA,Europe,Western Europe,France,1995,1481429,1.01674258708954,0.958032011985779,1802683.125,1514122,59.9475822448731,30070.989646195,25257.4322983559,0.00806256914241921,0.00753196329567651,0.00410865429696372,12,12,1,0,-0.0138932709405624,-0.0170917965336464,-0.00770474546165968
FRA,Europe,Western Europe,France,2000,1916402.5,1.17669725418091,1.00716304779053,2082954,1915488,61.4700584411621,33885.6681256251,31161.3173726436,0.0241738110768892,0.0429063755193495,0.0100525106366074,12,12,1,0,0.00221797099390756,0.0182826156900266,-0.00176088912201601
FRA,Europe,Western Europe,France,2005,2130599.5,1.10844969749451,1.02516770362854,2264421.5,2134089,63.2440223693848,35804.5142475973,33743.7266013155,0.0110772687748806,0.016050857759766,0.00355002596524767,12,12,1,0,-0.0108785713081011,-0.00857290206955689,-0.00826337379337573
FRA,Europe,Western Europe,France,2010,2342372.5,0.980363428592682,0.996087968349457,2358850.5,2331317.5,65.1457824707031,36208.7983371879,35786.1616145055,0.00224815442402826,0.011822692026064,-0.00573865389097217,12,12,1,0,-0.0197076856589534,-0.0128010678032589,-0.0175520536495956
FRA,Europe,Western Europe,France,2015,2551505.5,0.975796043872833,0.996546685695648,2482638,2520561.5,66.6655349731445,37240.2021674333,37809.0643240976,0.00563315566261124,0.011058214858588,9.20868206222281e-05,12,12,1,0,-0.0163226844203704,-0.0135655449707348,-0.0117213129380012
GBR,Europe,Northern Europe,United Kingdom,1960,598714.125,0.721942007541657,0.724204182624817,666145.1875,623771.625,52.3747634887695,12718.8199645587,11909.7745450202,,,,12,12,1,0,,,
GBR,Europe,Northern Europe,United Kingdom,1965,709464.875,0.713169097900391,0.740088105201721,777300.6875,733435.25,54.3528671264649,14301.0061583582,13493.9569663085,0.023726521804291,0.0252910258618204,0.00434860131841575,12,12,1,0,0.00393546485055511,0.00378861050283165,-0.00183181684543229
GBR,Europe,Northern Europe,United Kingdom,1970,821098.0625,0.740529775619507,0.765982985496521,878248.8125,835932.125,55.6349334716797,15785.9236579668,15025.3100495846,0.0199542240839292,0.0217315975030778,0.00690185218555173,12,12,1,0,0.000163167130193306,0.000229182144089079,0.00072143402170369
GBR,Europe,Northern Europe,United Kingdom,1975,869996.625,0.810672402381897,0.763957560062408,970210.5625,887649.5625,56.2119483947754,17259.8636091784,15791.1189319761,0.0180133476217672,0.00999190367705527,-0.00052940369265031,12,12,1,0,-0.0017777093319687,-0.0115105116819335,-0.00670982185649835
GBR,Europe,Northern Europe,United Kingdom,1980,1087247.75,0.906553030014038,0.782454907894135,1083271.375,1116304,56.2654762268067,19252.8606819806,19839.9458221978,0.0220957483373303,0.0467079324746715,0.00479627690808449,12,12,1,0,0.00230469138359439,0.0252055171156828,-0.00138414125576355
GBR,Europe,Northern Europe,United Kingdom,1985,1137029.375,0.89549994468689,0.845647215843201,1217876.125,1157058.375,56.4661293029785,21568.2594155743,20491.193380577,0.0229725166681287,0.00648047430010323,0.0156544621542127,12,12,1,0,0.00318145971439281,-0.0150219410588855,0.0094740439903647
GBR,Europe,Northern Europe,United Kingdom,1990,1269767.875,0.808334410190582,0.87235027551651,1445022.125,1290246.875,57.1833305358887,25269.9888491646,22563.3390519328,0.0321860620937506,0.0194530358741083,0.00623712340666471,12,12,1,0,0.0123950051400147,-0.00204937948488048,5.67052428166763e-05
GBR,Europe,Northern Europe,United Kingdom,1995,1433957.625,0.817973792552948,0.917603015899658,1587802.375,1459678.5,57.9783210754395,27386.1392594312,25176.2809430221,0.0162139500699763,0.0221570805223554,0.0101660905630778,12,12,1,0,-0.00357710688375963,0.000654665163366663,0.00398567239922979
GBR,Europe,Northern Europe,United Kingdom,2000,1848576.25,0.925970077514648,0.966885924339294,1873622.25,1858496,58.9508476257324,31782.7872789085,31526.1963966868,0.0302253541521951,0.0460103941085721,0.0105180634604582,12,12,1,0,0.0104342971984592,0.0245079787495833,0.00433764529661021
GBR,Europe,Northern Europe,United Kingdom,2005,2119398,0.943184912204742,1.02666294574738,2154657.5,2133020.25,60.2867546081543,35740.1474669622,35381.2419305698,0.0237475414054393,0.0233408229774754,0.0120699495956191,12,12,1,0,0.00395648445170342,0.00183840761848665,0.0058895314317711
GBR,Europe,Northern Europe,United Kingdom,2010,2216292.25,0.812380373477936,0.991481781005859,2199078.5,2203729,63.3068428039551,34736.8215282821,34810.2812017396,-0.00567868940907068,-0.00324851427314132,-0.0069494184154093,12,12,1,0,-0.0254697463628066,-0.0247509296321301,-0.0131298365792573
GBR,Europe,Northern Europe,United Kingdom,2015,2525458.25,0.776843786239624,1.0153603553772,2438164,2496360.5,65.3970794677734,37282.460009571,38172.3544891659,0.0142450496633579,0.0186108159227782,0.00477100231830341,12,12,1,0,-0.00554600729037798,-0.00289159943621052,-0.00140941584554463
GRC,Europe,Southern Europe,Greece,1960,38530.875,0.423864334821701,0.696264922618866,51168.90234375,40599.69921875,8.20143413543701,6239.01887142614,4950.31704800573,,,,12,12,1,0,,,
GRC,Europe,Southern Europe,Greece,1965,58700.22265625,0.550271511077881,0.963331520557404,78801.578125,61266.1328125,8.42098999023438,9357.75701151342,7275.4073907639,0.0844538949701097,0.0800524849353594,0.0670880365107691,12,12,1,0,0.0612260916714943,0.0511578673446801,0.0611040722683216
GRC,Europe,Southern Europe,Greece,1970,87956.2734375,0.695783913135529,1.21567976474762,115529.84375,90181.3984375,8.65979480743408,13340.9447127803,10413.8031492482,0.0735022625315422,0.0743614320306707,0.0476318260612074,12,12,1,0,0.0502744592329269,0.0454668144399913,0.0416478618187599
GRC,Europe,Southern Europe,Greece,1975,112193.9609375,0.741193115711212,1.24340510368347,147639.609375,113930.5625,9.00991725921631,16386.3446386234,12645.0176202739,0.0419793209478381,0.03958981251091,0.00452023959264425,12,12,1,0,0.0187515176492227,0.0106951949202306,-0.0014637246498033
