alpha3,region,subRegion,country,year,cgdpo,ctfp,rtfpna,rgdpna,rgdpo,pop,rgdpnaPerCapita,rgdpoPerCapita,growth_rgdpnaPerCapita,growth_rgdpoPerCapita,growth_rtfpna,numComplete,numObs,noIncomplete,isLAC,growth_rgdpnaPerCapita_demeaned,growth_rgdpoPerCapita_demeaned,growth_rtfpna_demeaned
ISR,Asia,Western Asia,Israel,1975,53725.6953125,0.861762821674347,0.843126595020294,50933.265625,54940.84765625,3.3367600440979,15264.287797707,16465.3277221507,0.0428476471720198,0.0449609228058125,0.0208280765488522,12,12,1,0,0.0171645188444523,0.0180578229147782,0.0104160817989907
ISR,Asia,Western Asia,Israel,1980,58778.0625,0.796329438686371,0.809185802936554,58844.16015625,61987.48828125,3.74466705322266,15714.1233973282,16553.5379782039,0.00582568734245048,0.00106917802269102,-0.00818403854606076,12,12,1,0,-0.0198574409851171,-0.0258339218683434,-0.0185960332959223
ISR,Asia,Western Asia,Israel,1985,70007.984375,0.802602171897888,0.851197719573975,68678.0703125,72472.875,4.08278703689575,16821.3697388237,17750.8340124208,0.0137111876404454,0.0140645170912679,0.010174588471904,12,12,1,0,-0.0119719406871221,-0.0128385827997665,-0.000237406277957521
ISR,Asia,Western Asia,Israel,1990,91044.796875,0.83407187461853,0.930113673210144,85153.6015625,94026.3671875,4.50047492980957,18921.0256451985,20892.5432657568,0.0238036263407093,0.0331288978573381,0.0178906274323831,12,12,1,0,-0.00187950198685825,0.00622579796630371,0.0074786326825216
ISR,Asia,Western Asia,Israel,1995,130352.0390625,0.798996031284332,0.932164251804352,120209.0078125,135403.5625,5.33371877670288,22537.5601611319,25386.3332824048,0.0356009613887762,0.0397327730447941,0.000440542422987855,12,12,1,0,0.00991783306120866,0.0128296731537597,-0.00997145232687367
ISR,Asia,Western Asia,Israel,2000,184224.953125,0.85517555475235,0.954594552516937,154332.953125,188469.546875,6.01374101638794,25663.3853543792,31339.8176545024,0.0263167319924025,0.0430359985246305,0.00476685808997224,12,12,1,0,0.000633603664834913,0.0161328986335961,-0.00564513665988928
ISR,Asia,Western Asia,Israel,2005,185138.765625,0.794077575206757,0.965846061706543,170563.96875,186282.84375,6.60297012329102,25831.4009552096,28211.9773786215,0.00130596432618479,-0.0208090017405169,0.00234630168938566,12,12,1,0,-0.0243771640013828,-0.0477121016315513,-0.00806569306047587
ISR,Asia,Western Asia,Israel,2010,214194.765625,0.748095035552979,0.986130356788635,211050.59375,212671.328125,7.42595911026001,28420.6512069806,28638.9037385305,0.0192887076399804,0.00300840550914638,0.00416546924171835,12,12,1,0,-0.0063944206875872,-0.023894694381888,-0.00624652550814318
ISR,Asia,Western Asia,Israel,2015,285987.875,0.783131062984467,0.997962772846222,252147.703125,281055.75,8.06454658508301,31266.1971091342,34850.7813842714,0.0192675719644604,0.0400428340040964,0.00238833159051377,12,12,1,0,-0.00641555636310718,0.013139734113062,-0.00802366315934775
ITA,Europe,Southern Europe,Italy,1960,348241.71875,0.635497033596039,0.694898724555969,510035.3125,343035.25,50.1205062866211,10176.1803758185,6844.2095943386,,,,12,12,1,0,,,
ITA,Europe,Southern Europe,Italy,1965,444556.90625,0.706724762916565,0.826213002204895,656970.6875,433425.3125,51.9072532653809,12656.6259274243,8349.99514006397,0.0445918416267246,0.0405730753155154,0.0352234524091786,12,12,1,0,0.0218437873813561,0.0100465519256189,0.0286428665235155
ITA,Europe,Southern Europe,Italy,1970,658491.0625,0.879780530929565,1.03799057006836,949428.625,631300.25,53.5786819458008,17720.2684075063,11782.6760023438,0.0696223530362985,0.0713010796661278,0.0466953060596751,12,12,1,0,0.04687429879093,0.0407745562762313,0.040114720174012
ITA,Europe,Southern Europe,Italy,1975,806976.8125,0.989118099212646,1.04538094997406,1109174.625,779519,55.3306922912598,20046.2813507072,14088.3652041913,0.0249736604201845,0.0363902844354533,0.00141994004679269,12,12,1,0,0.002225606174816,0.00586376104555692,-0.00516064583887042
ITA,Europe,Southern Europe,Italy,1980,1140223.875,1.15805673599243,1.12589347362518,1378815.5,1117222.875,56.4192771911621,24438.7303177997,19802.1479646855,0.0404206503228728,0.070459744757907,0.0149497571887096,12,12,1,0,0.0176725960775043,0.0399332213680105,0.00836917130304651
ITA,Europe,Southern Europe,Italy,1985,1122248.75,1.02222621440887,1.09094381332397,1498896,1093112.5,57.0123519897461,26290.7238113871,19173.2574056338,0.0147166364875695,-0.00643400263541583,-0.00628689701280816,12,12,1,0,-0.00803141775779896,-0.0369605260253123,-0.0128674828984713
ITA,Europe,Southern Europe,Italy,1990,1418306.5,0.990518450737,1.11594223976135,1747911.375,1393513.75,57.1271209716797,30596.8749215721,24393.2080997189,0.0308011767289629,0.0493360747994895,0.00454146147377621,12,12,1,0,0.00805312248359443,0.0188095514095931,-0.0020391244118869
ITA,Europe,Southern Europe,Italy,1995,1597325.5,0.912031888961792,1.13319480419159,1864837.875,1581887,57.2551918029785,32570.6336189933,27628.7084225209,0.0125811239756046,0.0252229806992637,0.00307307178434213,12,12,1,0,-0.0101669302697638,-0.00530354269063277,-0.00350751410132098
ITA,Europe,Southern Europe,Italy,2000,1889454.75,0.959001421928406,1.12897276878357,2058715.125,1853573.125,57.2937202453613,35932.6487472539,32352.1167252195,0.019841322460757,0.0320682635142262,-0.000746269158030777,12,12,1,0,-0.00290673178461147,0.00154174012432979,-0.00732685504369388
ITA,Europe,Southern Europe,Italy,2005,1953476,0.893950819969177,1.06868958473206,2157155.75,1922437.25,58.8084831237793,36681.0302768675,32689.7948711529,0.00413119338499568,0.00207885682023035,-0.0109149853771948,12,12,1,0,-0.0186168608603728,-0.0284476665696661,-0.0174955712628579
ITA,Europe,Southern Europe,Italy,2010,2086209.875,0.823768496513367,1.00086402893066,2123516.5,2074277.25,59.7298088073731,35552.0391308849,34727.6726883471,-0.00623293836829852,0.0121682190814429,-0.0130282982956365,12,12,1,0,-0.028980992613667,-0.0183583043084535,-0.0196088841812996
ITA,Europe,Southern Europe,Italy,2015,2104312.75,0.754047393798828,0.988216996192932,2060871.375,2093730.375,59.5042114257813,34634.0422907796,35186.2553058363,-0.00521842337661849,0.00262718083462032,-0.00254009437650993,12,12,1,0,-0.0279664776219869,-0.0278993425552761,-0.00912068026217303
JAM,Americas,Latin America and the Caribbean,Jamaica,1960,7519.82373046875,0.607721567153931,1.05578458309174,8441.4013671875,7773.77392578125,1.5743579864502,5361.80553586854,4937.74223695417,,,,12,12,1,1,,,
JAM,Americas,Latin America and the Caribbean,Jamaica,1965,9470.6171875,0.638617396354675,1.17665219306946,10652.181640625,9723.529296875,1.71484673023224,6211.73977407438,5670.20312979117,0.0298653322440574,0.0280495338560871,0.0219144931634512,12,12,1,1,0.0253452573691637,0.0214193965575098,0.0230715260498636
JAM,Americas,Latin America and the Caribbean,Jamaica,1970,11819.033203125,0.669734418392181,1.2337634563446,13101.6572265625,12028.0185546875,1.8753809928894,6986.13096551477,6413.64000184085,0.0237754094978633,0.0249464897038201,0.00952425716784133,12,12,1,1,0.0192553346229696,0.0183163524052427,0.0106812900542537
JAM,Americas,Latin America and the Caribbean,Jamaica,1975,12851.484375,0.653885841369629,1.15537214279175,14296.4599609375,13216.41796875,2.02773690223694,7050.45114342303,6517.81695848709,0.00183462360432007,0.00322770280977847,-0.0130435311089865,12,12,1,1,-0.00268545127057359,-0.00340243448879886,-0.0118864982225741
JAM,Americas,Latin America and the Caribbean,Jamaica,1980,8832.4111328125,0.446051508188248,0.966261327266693,12146.611328125,9150.0361328125,2.16304492950439,5615.51503736359,4230.16462025548,-0.0444915382444127,-0.0828275060384305,-0.0351172522740569,12,12,1,1,-0.0490116131193063,-0.0894576433370078,-0.0339602193876445
JAM,Americas,Latin America and the Caribbean,Jamaica,1985,7909.5517578125,0.377697378396988,0.917857706546783,12194.4306640625,8093.10302734375,2.33863806724548,5214.33001320528,3460.60518756374,-0.0147151978988597,-0.0393637803527198,-0.0102257474476755,12,12,1,1,-0.0192352727737533,-0.0459939176512971,-0.00906871456126306
JAM,Americas,Latin America and the Caribbean,Jamaica,1990,10913.9990234375,0.478728204965591,1.03587627410889,15483.58984375,11430.19921875,2.42424201965332,6386.98187648948,4714.95796462788,0.041404461596172,0.0638126594435693,0.024487126382539,12,12,1,1,0.0368843867212783,0.057182522144992,0.0256441592689514
JAM,Americas,Latin America and the Caribbean,Jamaica,1995,12463.392578125,0.506353259086609,1.0600997209549,17910.751953125,12857.126953125,2.53744006156921,7058.59114640468,5066.96774747611,0.0201980019833838,0.0145046989804054,0.00463375678131817,12,12,1,1,0.0156779271084902,0.00787456168182808,0.00579078966773056
JAM,Americas,Latin America and the Caribbean,Jamaica,2000,13897.8759765625,0.494850218296051,1.04803645610809,17868.345703125,13873.9931640625,2.65686392784119,6725.35221540073,5221.9434419194,-0.00962561019372776,0.00604360497607281,-0.00228630409931552,12,12,1,1,-0.0141456850686214,-0.000586532322504516,-0.00112927121290312
JAM,Americas,Latin America and the Caribbean,Jamaica,2005,16310.4365234375,0.407133936882019,1.00473594665527,19308.408203125,16769.451171875,2.74467301368713,7034.866487497,6109.81748581675,0.00903949445604102,0.0319038069264761,-0.00840321480335005,12,12,1,1,0.00451941958114735,0.0252736696278988,-0.00724618191693765
JAM,Americas,Latin America and the Caribbean,Jamaica,2010,19003.763671875,0.349088490009308,0.988318026065826,18844.14453125,18805.375,2.81720995903015,6688.93863265245,6675.17695645017,-0.0100340199872164,0.0178573316530908,-0.00328967943652125,12,12,1,1,-0.0145540948621101,0.0112271943545134,-0.00213264655010886
JAM,Americas,Latin America and the Caribbean,Jamaica,2015,20081.701171875,0.34661790728569,0.98377388715744,19448.59765625,19632.951171875,2.87193393707275,6771.95161253367,6836.14303185751,0.00246986656620929,0.00477696832620089,-0.000921266075780358,12,12,1,1,-0.00205020830868438,-0.00185316897237644,0.000235766810632037
JOR,Asia,Western Asia,Jordan,1960,2481.42919921875,1.34327948093414,2.20496559143066,6445.30517578125,2830.19580078125,0.970434606075287,6641.6687280433,2916.42093456185,,,,12,12,1,0,,,
JOR,Asia,Western Asia,Jordan,1965,4429.16650390625,1.56315338611603,2.47976660728455,10560.130859375,4749.5029296875,1.21398019790649,8698.7669795487,3912.33970527526,0.0554461922386929,0.0605161097264142,0.0237685834574004,12,12,1,0,0.0480110308814059,0.0374981410884823,0.0385422975474411
JOR,Asia,Western Asia,Jordan,1970,4929.57568359375,1.17532229423523,1.824103474617,11476.98046875,5038.24853515625,1.71891295909882,6676.88285669049,2931.06670031604,-0.0515308448461873,-0.0561177288348168,-0.0595672762666377,12,12,1,0,-0.0589660062034742,-0.0791356974727487,-0.0447935621765971
JOR,Asia,Western Asia,Jordan,1975,4611.91259765625,0.852411329746246,1.35125362873077,11341.0537109375,4947.8681640625,2.06291794776917,5497.57867161013,2398.48035129711,-0.0381230021250414,-0.0393126044236888,-0.0582459847589911,12,12,1,0,-0.0455581634823283,-0.0623305730616207,-0.0434722706689505
JOR,Asia,Western Asia,Jordan,1980,8617.712890625,1.10088801383972,1.72592771053314,21590.05078125,9883.5029296875,2.37442207336426,9092.76030721009,4162.48780726832,0.105871989451164,0.116563332976634,0.0501640465119679,12,12,1,0,0.0984368280938768,0.0935453643387019,0.0649377606020086
JOR,Asia,Western Asia,Jordan,1985,10948.6416015625,0.928676843643188,1.4529709815979,26864.216796875,11652.958984375,2.89598488807678,9276.36636070828,4023.83280118347,0.00400628135728431,-0.00675270623463709,-0.0338448619046597,12,12,1,0,-0.0034288800000026,-0.029770674872569,-0.0190711478146191
JOR,Asia,Western Asia,Jordan,1990,13096.1474609375,0.795644402503967,1.06759798526764,26195.92578125,13202.271484375,3.56058192253113,7357.20349965378,3707.89712794751,-0.045299884103109,-0.0162209949300201,-0.0597785368075593,12,12,1,0,-0.052735045460396,-0.039238963567952,-0.0450048227175186
JOR,Asia,Western Asia,Jordan,1995,15230.7255859375,0.582589268684387,0.922430813312531,35451.65234375,15113.8671875,4.57290410995483,7752.54662930165,3305.09164943966,0.0105232814118721,-0.0227376531580189,-0.0288077429584193,12,12,1,0,0.00308812005458517,-0.0457556217959508,-0.0140340288683786
JOR,Asia,Western Asia,Jordan,2000,18273.849609375,0.491762608289719,0.868914365768433,41511.765625,18019.166015625,5.10312986373901,8134.56971180912,3531.00283488034,0.00966671557935883,0.0133113609764539,-0.0118823994279311,12,12,1,0,0.00223155422207192,-0.00970660766147802,0.00289131466210954
JOR,Asia,Western Asia,Jordan,2005,31823.4609375,0.536338806152344,0.99940288066864,56534.58203125,31914.9609375,5.71411085128784,9893.85461755757,5585.28907963118,0.0399349827103286,0.0960478587085045,0.0283778736496809,12,12,1,0,0.0324998213530417,0.0730298900705726,0.0431515877397216
JOR,Asia,Western Asia,Jordan,2010,67542.0078125,0.749861001968384,1.01235508918762,76009.8984375,67165.3125,7.1823902130127,10582.8138242599,9351.38728306814,0.0135545469731886,0.108577545226237,0.00257865615801034,12,12,1,0,0.00611938561590167,0.0855595765883048,0.017352370248051
JOR,Asia,Western Asia,Jordan,2015,86281.796875,0.769271552562714,0.937371253967285,86610.9296875,85362.6953125,9.1593017578125,9456.06247917583,9319.78196260312,-0.0222634837173952,-0.000676865015810324,-0.0152732126433086,12,12,1,0,-0.0296986450746821,-0.0236948336537423,-0.000499498553267948
JPN,Asia,Eastern Asia,Japan,1960,479769.96875,0.461049675941467,0.597173511981964,605540,468763.9375,94.6152496337891,6400.02539066122,4954.42266774504,,,,12,12,1,0,,,
JPN,Asia,Eastern Asia,Japan,1965,755635.75,0.518837332725525,0.701166391372681,940153.875,731082.5625,99.4328079223633,9455.16771219081,7352.52858463804,0.0811787665520585,0.0821531638614135,0.032628509121011,12,12,1,0,0.0477361542560543,0.0434129054050467,0.0225159056129378
JPN,Asia,Eastern Asia,Japan,1970,1312594.5,0.633869528770447,0.861545503139496,1590851.375,1246114.625,104.925643920898,15161.7022831836,11876.1684792654,0.0990456852194794,0.100646674339392,0.0420568811397084,12,12,1,0,0.0656030729234753,0.0619064158830253,0.0319442776316352
JPN,Asia,Eastern Asia,Japan,1975,1714259.75,0.670971035957336,0.87485271692276,1986459.25,1615617.25,112.423057556152,17669.5003069794,14370.8709327092,0.0310868798161912,0.0388703413146005,0.00307023867738621,12,12,1,0,-0.00235573247981295,0.000130082858233765,-0.00704236483068704
JPN,Asia,Eastern Asia,Japan,1980,2328830.25,0.714312791824341,0.888908803462982,2461703,2236475.75,117.827354431152,20892.4575442148,18980.9553205813,0.0340774130175461,0.057223956471909,0.00319290616017764,12,12,1,0,0.000634800721541942,0.0184836980155423,-0.0069196973478956
JPN,Asia,Eastern Asia,Japan,1985,2315860.5,0.691424071788788,0.939821898937225,3017241.75,2244670.75,121.894035339355,24752.9892795816,18414.9351012196,0.0344931638174071,-0.00603652637245855,0.0112014195384913,12,12,1,0,0.00105055152140295,-0.0447767848288253,0.00108881603041805
JPN,Asia,Eastern Asia,Japan,1990,3297563,0.745412409305573,1.01612424850464,3834892.5,3334518.75,124.515563964844,30798.4992228181,26779.9353255267,0.0446730235322705,0.0777744062159751,0.0157346104825229,12,12,1,0,0.0112304112362664,0.0390341477596083,0.00562200697444965
JPN,Asia,Eastern Asia,Japan,1995,4013852,0.745329439640045,0.997287809848785,4128572.5,4118308.5,126.375465393066,32669.0982870676,32587.879990715,0.0118625408764379,0.0400382620587967,-0.00373530797946331,12,12,1,0,-0.0215800714195662,0.0012980036024299,-0.0138479114875366
JPN,Asia,Eastern Asia,Japan,2000,4356705.5,0.745968878269196,0.995617091655731,4361036.5,4408922,127.533935546875,34195.1064342173,34570.5790470138,0.00917239544669823,0.0118825560450477,-0.000335277110450227,12,12,1,0,-0.0242702168493059,-0.026857702411319,-0.0104478806185235
JPN,Asia,Eastern Asia,Japan,2005,4666894.5,0.738634884357452,1.0140346288681,4624684,4651350.5,128.33576965332,36035.8145861663,36243.6015505647,0.0105413216282602,0.00949678154514189,0.00367264705853532,12,12,1,0,-0.022901290667744,-0.0292434769112249,-0.00643995644953793
JPN,Asia,Eastern Asia,Japan,2010,4711793,0.702913880348206,1.00138771533966,4647342.5,4704437.5,128.551879882813,36151.493888977,36595.6336405858,0.000641201270434211,0.00193508528204456,-0.00250691283063054,12,12,1,0,-0.0328014110255699,-0.0368051731743222,-0.0126195163387038
JPN,Asia,Eastern Asia,Japan,2015,4990014.5,0.747506380081177,1.03312051296234,4888931.5,4975035,127.974960327148,38202.250561377,38875.0657728831,0.0110963440792622,0.012158142258172,0.00625892433151698,12,12,1,0,-0.0223462682167419,-0.0265821161981948,-0.00385367917655626
KEN,Africa,Sub-Saharan Africa,Kenya,1960,12180.4111328125,0.446378886699677,1.08340120315552,15926.1015625,13051.3095703125,8.16067790985107,1951.56600204439,1599.29232773147,,,,12,12,1,0,,,
KEN,Africa,Sub-Saharan Africa,Kenya,1965,15782.1630859375,0.503270208835602,1.14251816272736,19269.123046875,16420.771484375,9.55368709564209,2016.9305163516,1718.78891573342,0.00661069101805012,0.0145160873386125,0.0106825323732427,12,12,1,0,-0.000883914594407387,0.00323593675177529,0.0123254039628554
KEN,Africa,Sub-Saharan Africa,Kenya,1970,18173.6875,0.463882803916931,1.13816905021667,22637.173828125,18569.87109375,11.2524919509888,2011.74761348182,1650.2896580271,-0.000514468739010621,-0.00810083023620867,-0.000762482375326945,12,12,1,0,-0.00800907435146813,-0.0193809808230459,0.000880389214285803
KEN,Africa,Sub-Saharan Africa,Kenya,1975,24476.361328125,0.517067551612854,1.11667668819427,27840.099609375,25657.67578125,13.4866285324097,2064.27422112743,1902.45291620453,0.00516828858680873,0.0288468869278344,-0.00380550929038903,12,12,1,0,-0.00232631702564877,0.0175667363409972,-0.00216263770077628
KEN,Africa,Sub-Saharan Africa,Kenya,1980,31499.400390625,0.546636044979096,1.17660009860992,37755.75390625,33362.66015625,16.2689895629883,2320.7190440483,2050.69036568501,0.0236960685599268,0.0151196503131821,0.0105092332472143,12,12,1,0,0.0162014629474693,0.00383949972634483,0.0121521048368271
KEN,Africa,Sub-Saharan Africa,Kenya,1985,38877.59375,0.593657672405243,1.14054143428803,43695.8984375,40626.08203125,19.6512241363525,2223.57132229068,2067.35630052157,-0.00851602415363384,0.00162013927248705,-0.00620584674133673,12,12,1,0,-0.0160106297660913,-0.0096600113143502,-0.00456297515172398
KEN,Africa,Sub-Saharan Africa,Kenya,1990,49388.73046875,0.553781449794769,1.23599290847778,57471.48828125,50058.09765625,23.4025077819824,2455.78332102927,2139.00570496935,0.0200648819244995,0.00683735988002621,0.0162041925732692,12,12,1,0,0.012570276312042,-0.00444279070681104,0.017847064162882
KEN,Africa,Sub-Saharan Africa,Kenya,1995,58402.14453125,0.419552862644196,1.05882322788239,62175.06640625,58737.05078125,27.34645652771,2273.60595487933,2147.8852560562,-0.0152975226720721,0.000828875134283535,-0.0304694546422739,12,12,1,0,-0.0227921282845296,-0.0104512754525537,-0.0288265830526612
KEN,Africa,Sub-Saharan Africa,Kenya,2000,61947.01171875,0.367772847414017,0.964961290359497,68859.3203125,62713.05078125,31.4504833221436,2189.45189513249,1994.02502463596,-0.0075147939132294,-0.0147557578408523,-0.0183938145654983,12,12,1,0,-0.0150093995256869,-0.0260359084276895,-0.0167509429758855
KEN,Africa,Sub-Saharan Africa,Kenya,2005,69537.0390625,0.368784308433533,0.963648736476898,82874.359375,69928.7265625,36.0482864379883,2298.98193684085,1939.86270839237,0.00981084435382162,-0.00549246490096556,-0.000272190940877493,12,12,1,0,0.00231623874136412,-0.0167726154878028,0.00137068064873526
KEN,Africa,Sub-Saharan Africa,Kenya,2010,102791.9765625,0.359173744916916,0.98694258928299,105682.5625,102715.21875,41.3501510620117,2555.79628576231,2484.03490947254,0.0214053660389655,0.0506966319742195,0.0047884328565404,12,12,1,0,0.013910760426508,0.0394164813873822,0.00643130444615315
KEN,Africa,Sub-Saharan Africa,Kenya,2015,138783.9375,0.342831343412399,0.985233008861542,138282.953125,138663.625,47.2362594604492,2927.47467103706,2935.53356222253,0.0275273307329063,0.0339650785925909,-0.000346679980304465,12,12,1,0,0.0200327251204487,0.0226849280057537,0.00129619160930828
KOR,Asia,Eastern Asia,Republic of Korea,1960,29485.857421875,0.252392143011093,0.438745230436325,38936.48046875,27563.85546875,24.7597808837891,1572.56967060814,1113.25118740436,,,,12,12,1,0,,,
KOR,Asia,Eastern Asia,Republic of Korea,1965,41504.98046875,0.271886169910431,0.445183098316193,50854.3984375,38219.5546875,28.6767883300781,1773.36450135738,1332.76970376117,0.0243246478099839,0.0366505655868084,0.00291759803080116,12,12,1,0,-0.0340359843784122,-0.0286246348731811,-0.0122678158380715
KOR,Asia,Eastern Asia,Republic of Korea,1970,70055.34375,0.325986236333847,0.515377938747406,82009.46875,63505.80078125,32.2093124389648,2546.14155162126,1971.65962178145,0.0750208977427866,0.0814722150514846,0.029715929650211,12,12,1,0,0.0166602655543906,0.0161970145914952,0.0145305157813384
KOR,Asia,Eastern Asia,Republic of Korea,1975,155120.75,0.482880145311356,0.554704785346985,131589.984375,141788.375,35.3865051269531,3718.64878723982,4006.84878292779,0.0786996148668593,0.152375992503621,0.0148157938723139,12,12,1,0,0.0203389826784632,0.0871007920436315,-0.000369619996558702
KOR,Asia,Eastern Asia,Republic of Korea,1980,195959.375,0.448253214359283,0.543673098087311,197677.359375,183812.234375,38.050422668457,5195.14227469726,4830.75407536475,0.0691593950250113,0.0381076591178833,-0.00400952238186858,12,12,1,0,0.0107987628366153,-0.0271675413421062,-0.0191949362507412
KOR,Asia,Eastern Asia,Republic of Korea,1985,289037.78125,0.516847431659699,0.635616421699524,309116.65625,270558.75,40.8085708618164,7574.79739480985,6629.94915740005,0.0783375166333489,0.0653665425663195,0.031742814714093,12,12,1,0,0.0199768844449528,9.13421063300085e-05,0.0165574008452204
KOR,Asia,Eastern Asia,Republic of Korea,1990,548695.1875,0.589383125305176,0.732451438903809,508565.5,529093.125,42.9231300354004,11848.285518334,12326.5270860638,0.0935959621082974,0.132051298705322,0.0287663382795615,12,12,1,0,0.0352353299199013,0.0667760982453327,0.0135809244106889
KOR,Asia,Eastern Asia,Republic of Korea,1995,923836.875,0.603268563747406,0.775013506412506,761836.0625,907640.125,45.2986106872559,16818.0889202046,20036.820362249,0.0725664958567791,0.102040649486745,0.0113607311001758,12,12,1,0,0.0142058636683831,0.0367654490267557,-0.00382468276869684
KOR,Asia,Eastern Asia,Republic of Korea,2000,1069781.625,0.661493420600891,0.840655207633972,995077.0625,1034218.625,47.3863105773926,20999.2516905239,21825.2616082209,0.0454070749188389,0.0172463276765129,0.0163931449593682,12,12,1,0,-0.0129535572695572,-0.0480288727834765,0.00120773109049556
KOR,Asia,Eastern Asia,Republic of Korea,2005,1383381.75,0.655276834964752,0.898750185966492,1253887.125,1350345.25,48.70849609375,25742.677880808,27722.9920505238,0.0415736409509049,0.0490015465359164,0.0134544106588101,12,12,1,0,-0.0167869912374912,-0.0162736539240731,-0.00173100321006247
KOR,Asia,Eastern Asia,Republic of Korea,2010,1587299.375,0.672534823417664,0.989165306091309,1533883.75,1565360.125,49.5528564453125,30954.4970771327,31589.7051611457,0.0375618766421515,0.0264577885727646,0.0193562180705411,12,12,1,0,-0.0207987555462446,-0.0388174118872249,0.0041708042016685
KOR,Asia,Eastern Asia,Republic of Korea,2015,1761628.75,0.637632071971893,1.00172221660614,1778130.5,1740982.125,50.5936622619629,35145.3209849335,34411.0714102011,0.0257198315173948,0.017256619256506,0.00252609560359152,12,12,1,0,-0.0326408006710013,-0.0480185812034834,-0.0126593182652811
LKA,Asia,Southern Asia,Sri Lanka,1960,25897.771484375,0.856446266174316,0.649422764778137,14826.947265625,26429.5078125,9.80903053283691,1511.56092500579,2694.40570339995,,,,12,12,1,0,,,
LKA,Asia,Southern Asia,Sri Lanka,1965,28249.728515625,0.727520346641541,0.72222250699997,19154.998046875,28521.771484375,11.1420211791992,1719.16726227689,2559.83820400751,0.0260735561527918,-0.0101944025796423,0.021477258052955,12,12,1,0,-0.0116425484816069,-0.0382112558399844,0.012749503416628
LKA,Asia,Southern Asia,Sri Lanka,1970,37551.58203125,0.778707385063171,0.82865983247757,27699.669921875,37552.3359375,12.4857559204102,2218.50163485857,3007.61413060415,0.0523212106221975,0.032765971685168,0.0278767765308425,12,12,1,0,0.0146051059877988,0.00474911842482594,0.0191490218945156
LKA,Asia,Southern Asia,Sri Lanka,1975,41694.96875,0.7351233959198,0.766750693321228,31963.90234375,42073.28125,13.7551612854004,2323.77517649875,3058.72685728929,0.0093153332710143,0.00337601652380259,-0.0154096432510775,12,12,1,0,-0.0284007713633844,-0.0246408367365395,-0.0241373978874045
LKA,Asia,Southern Asia,Sri Lanka,1980,34690.93359375,0.600184381008148,0.771876454353333,42258.71484375,35231.60546875,15.0358562469482,2810.52932069147,2343.17253970161,0.0387685741794677,-0.0519031262727345,0.00133344760558529,12,12,1,0,0.00105246954506896,-0.0799199795330766,-0.00739430703074167
LKA,Asia,Southern Asia,Sri Lanka,1985,42107.2578125,0.453089594841003,0.801811337471008,54218.50390625,42357.0546875,16.1797962188721,3351.00041884395,2617.89790888064,0.0358032571297222,0.0224208265735528,0.00763879509069398,12,12,1,0,-0.00191284750467649,-0.00559602668678928,-0.00108895954563298
LKA,Asia,Southern Asia,Sri Lanka,1990,52922.69921875,0.54327517747879,0.785869777202606,63971.84765625,52975.94140625,17.3297138214111,3691.45436072994,3056.94265653697,0.0195407863604389,0.0314945013190882,-0.00400839271892217,12,12,1,0,-0.0181753182739598,0.00347764805874605,-0.0127361473552491
LKA,Asia,Southern Asia,Sri Lanka,1995,69755.3046875,0.681199431419373,0.847466468811035,83431.6015625,69847.21875,18.2471218109131,4572.31570146049,3827.84854914633,0.0437289775412471,0.0460043505284464,0.015206494399965,12,12,1,0,0.00601287290684835,0.0179874972681043,0.00647873976363806
LKA,Asia,Southern Asia,Sri Lanka,2000,83826.9296875,0.647946953773499,0.855958521366119,106666.5234375,84074.3125,18.7819385528564,5679.20734791658,4476.33838559298,0.0443120835489028,0.0317955074709326,0.0019961185920172,12,12,1,0,0.00659597891450411,0.00377865421059053,-0.00673163604430976
LKA,Asia,Southern Asia,Sri Lanka,2005,104715.4375,0.619644701480866,0.906185150146484,129879.296875,103713.8203125,19.5245571136475,6652.09951339771,5311.96788274419,0.0321295270735165,0.0348240328357179,0.0114696227647519,12,12,1,0,-0.00558657756088224,0.00680717957537579,0.00274186812842498
LKA,Asia,Southern Asia,Sri Lanka,2010,169649.09375,0.657508313655853,0.982490062713623,176961.5625,169472.859375,20.1983528137207,8761.18781229479,8390.42970176644,0.0566249235620404,0.0957355509969995,0.0163007476817283,12,12,1,0,0.0189088189276417,0.0677186977366574,0.00757299304540133
LKA,Asia,Southern Asia,Sri Lanka,2015,243172.546875,0.728856921195984,1.04351079463959,238605.125,245896.203125,20.7140407562256,11519.0043221426,11870.9915664859,0.0562589215370466,0.0718661567824319,0.012124076251057,12,12,1,0,0.0185428169026479,0.0438493035220898,0.00339632161473009
LUX,Europe,Western Europe,Luxembourg,1960,4592.66552734375,0.886867940425873,0.738832414150238,4362.71630859375,4954.5556640625,0.314426273107529,13875.1646466317,15757.4480500493,,,,12,12,1,0,,,
LUX,Europe,Western Europe,Luxembourg,1965,5586.1103515625,0.820475041866303,0.717331111431122,5169.68212890625,5380.47265625,0.33198282122612,15572.137467273,16207.0815483108,0.0233448698275371,0.00564288820712111,-0.00588930689268807,12,12,1,0,-0.00237261258332996,-0.0221903794759206,-0.011076833851428
LUX,Europe,Western Europe,Luxembourg,1970,7414.3349609375,0.978706836700439,0.781127631664276,6211.06396484375,6835.39501953125,0.33966800570488,18285.6903226859,20123.752913809,0.0326487562913276,0.0442412185330161,0.0171862168955124,12,12,1,0,0.00693127388046047,0.0164079508499744,0.0119986899367725
